compound_id,smiles,score
ZINC_250K_1883,O=C(C1CCC1)N1CCC[C@@H](c2ccnc3nccn23)C1,0.34047446
ZINC_250K_347,CCc1ccc(-c2nc(N)ccc2[N+](=O)[O-])cc1,0.34047446
ZINC_250K_6052,Cc1noc(C)c1N(C)S(=O)(=O)c1ccc(C(F)(F)F)cc1,0.34047443
ZINC_250K_5762,COCCC1(C[NH2+][C@@H](C)c2scnc2C)CC1,0.3404744
ZINC_250K_2250,Cc1n[nH]cc1CNc1ccc(C(C)(C)C)cc1,0.3404742
ZINC_250K_10210,CC(=O)[C@@H](NC(=O)CSc1cc(Br)ccc1N)C(C)C,0.34047416
ZINC_250K_2374,CC[C@H](C)C[C@H](C)NC(=O)[C@@H]1CCC[NH2+][C@@H]1C,0.3404741
ZINC_250K_10097,CCCNC(=O)C[C@@H](C[NH3+])N1CC[NH+](C)[C@H](C)C1,0.3404741
ZINC_250K_712,[NH3+]CC1CCC(c2nc3ccc(Cl)cc3s2)CC1,0.34047407
ZINC_250K_5038,COc1ccc2c(c1)C[NH+](Cc1ccccc1)C2,0.34047407
ZINC_250K_8623,CC(C)CC(=O)N[C@@H](C(=O)N1CC[C@H](C)[C@H](O)C1)C(C)C,0.34047395
ZINC_250K_8713,C[C@H]([NH2+]Cc1cn(C)nc1C(F)(F)F)C1CCC1,0.3404739
ZINC_250K_4569,COc1cc(C)ccc1Oc1cncc(CO)n1,0.34047383
ZINC_250K_637,Cc1ccc(-c2cccc(F)c2C(=O)[O-])c(C)c1,0.34047383
ZINC_250K_710,CC(=O)Cc1nsc(N[C@@H](C)c2ccccc2)n1,0.34047377
ZINC_250K_4987,CCN(CCC#N)Cc1ccc(C(=O)NC)cc1,0.34047377
ZINC_250K_3282,C/[NH+]=C(/NC[C@@H]1CC[NH+](C2CC2)C1)N1C[C@H](C)C[C@@H](C)C1,0.34047377
ZINC_250K_5464,COc1ccc(Cc2nccs2)cc1C=O,0.34047377
ZINC_250K_7518,Fc1cccc(F)c1CNc1ccc(Cl)c(Br)c1,0.3404737
ZINC_250K_841,CC(C)CONc1ncnc2sc3c(c12)CCC3,0.34047368
ZINC_250K_10143,CCN(CC(C)C)S(=O)(=O)c1cc(N)ccc1Cl,0.34047365
ZINC_250K_3028,CCCCn1c(N)nc2cc(Br)cnc21,0.34047365
ZINC_250K_4286,Cc1ccc(O[C@@H](C)C(=O)NNC(=O)C(C)(C)C)c(Br)c1,0.34047362
ZINC_250K_6140,Fc1cc(F)c(N[C@H]2CCC[C@@H]2[C@@H]2CCCC[NH2+]2)cc1F,0.34047362
ZINC_250K_8163,COc1ccc(N2C(=O)c3cc4ccccc4cc3C2=O)cc1,0.3404736
ZINC_250K_3113,COC(=O)C(CC[C@]1(C)[C@H](O)C=CC[C@@H]1C)C(=O)OC,0.34047356
ZINC_250K_2265,CCN(CC)C(=O)CN1CCC([NH+]2CCCCC2)CC1,0.3404735
ZINC_250K_8400,CCN(C[C@@H]1CCCC(C)(C)[C@@H]1[NH3+])c1ccccc1C,0.34047347
ZINC_250K_10421,CCN(CC1CC1)c1cc2c(cc1Cl)C(=O)C(=O)N2,0.34047347
ZINC_250K_4927,CC1=NN(C(=S)Cc2ccccc2)[C@@](C)(O)C1,0.34047338
ZINC_250K_5608,CC(=O)N1CC[C@H](C(=O)N2CCN([C@@H](C)C(=O)N3CCCC3)CC2)C1,0.34047338
ZINC_250K_7164,O[C@H](Cc1cc(F)cc(Br)c1)c1cc2ccccc2o1,0.34047332
ZINC_250K_9279,CC[C@H]([NH2+][C@H](CCO)C1CC1)c1ccccc1Br,0.34047332
ZINC_250K_2303,O=C1[C@@H]2[C@H](C(=O)N1/N=C/c1cc(Br)c(O)c(Br)c1)[C@@H]1C=C[C@H]2CC1,0.3404733
ZINC_250K_8265,COc1cc(C(C)=O)ccc1OC(=O)c1cccc(N(C)C)c1,0.34047323
ZINC_250K_7032,O=C(NCC1CC1)C(=O)NC1=C[C@H]2N=CC=C2C=C1,0.34047323
ZINC_250K_708,CN(C)c1cccc(C(=O)OCC(=O)C(C)(C)C)c1,0.3404732
ZINC_250K_1494,Cc1ccoc1/C([O-])=N/S(=O)(=O)c1ccc(C(F)(F)F)cc1,0.3404732
ZINC_250K_9884,COCc1ccccc1[C@H](C[NH3+])N(C)C[C@H]1CCC[NH+]1C,0.34047318
ZINC_250K_744,N#Cc1csc(C(=O)N2CC[C@H]3CCCC[C@@H]32)c1,0.34047306
ZINC_250K_4722,O=[N+]([O-])c1ccc2c3c(sc2c1)S(=O)(=O)c1ccccc1-3,0.34047306
ZINC_250K_8107,Cc1nn(C)c2c1nc(N)n2-c1ccccc1F,0.340473
ZINC_250K_3103,COC(=O)c1cc(Br)ccc1NC(=O)c1ccc(Br)cc1,0.340473
ZINC_250K_924,O=C(COc1ccc(Br)cc1)NOCc1ccccc1,0.34047297
ZINC_250K_5843,COc1cccc(C(=O)N[C@@H](C)c2ccc(C)o2)n1,0.34047297
ZINC_250K_9326,CCNC(=O)NC(=O)[C@@H](C)Oc1ccccc1[C@@H](C)[NH2+]C,0.34047297
ZINC_250K_3412,Cc1sc(Br)cc1S(=O)(=O)NCC(C1CC1)C1CC1,0.34047297
ZINC_250K_5328,CC(=O)N1N=C(N)S[C@@]1(C)c1ccccc1,0.3404729
ZINC_250K_10212,C[C@]1(c2ccco2)NC(=O)N(CCOCCO)C1=O,0.3404729
ZINC_250K_2483,CCC[C@H](C)C(=O)N1CCC2(CC1)OC[C@H](C)O2,0.34047285
ZINC_250K_5204,COC(=O)N1CC[C@@H](NC2CC[NH+](C3CCCCC3)CC2)C1,0.34047285
ZINC_250K_864,CS(=O)(=O)N1CCC[C@@H](C[NH+]2CCC[C@H](CO)C2)C1,0.3404728
ZINC_250K_8759,CCC(CC)n1ncc(C[NH2+]C(C)C)c1C(F)(F)F,0.3404728
ZINC_250K_8161,CC[NH2+]Cc1ccc(OC(C)C)c([N+](=O)[O-])c1,0.3404728
ZINC_250K_995,ClCCc1nc2cccnc2n1CCn1cccn1,0.34047276
ZINC_250K_6987,Cc1cc(NC(=O)N[C@H](C)CCCO)n(C)n1,0.34047276
ZINC_250K_8104,COC(=O)c1ccc2c(c1)NC(=O)CO2,0.34047273
ZINC_250K_436,CCN[C@H](c1cccnc1)C1([NH+]2CCCCC2)CCCC1,0.3404727
ZINC_250K_3241,C[C@H]1[NH2+]CC[C@@H]1c1nncn1C1CCCCC1,0.34047267
ZINC_250K_819,COc1ccc(S(=O)(=O)Oc2ccc(C(C)=O)cc2OC)cc1,0.34047267
ZINC_250K_6518,Cc1ccc(C[NH2+]Cc2cc(F)ccc2F)cc1F,0.34047267
ZINC_250K_4498,Cc1cccc2sc(N[C@H](C)c3cccc(F)c3)nc12,0.34047264
ZINC_250K_696,CC(=O)Nc1ccc(OC(=O)/C=C/c2ccc(C(N)=O)cc2)cc1,0.34047258
ZINC_250K_5507,Cc1c(N)nnn1-c1ccccc1[N+](=O)[O-],0.34047258
ZINC_250K_5780,CC(C)CC1(CNC(=O)C2C[C@@H](C)O[C@H](C)C2)CCC1,0.34047258
ZINC_250K_9509,CC(C)[C@H](CO)NC(=O)c1coc2ccccc12,0.3404725
ZINC_250K_4277,CCN(C)S(=O)(=O)c1ccc(C[NH2+]C)cc1F,0.3404725
ZINC_250K_1128,Cc1cc(Br)ccc1N1C[C@H](C)CS1(=O)=O,0.3404724
ZINC_250K_10019,CCc1cc2ccccc2c(=O)n1CC(=O)[O-],0.34047234
ZINC_250K_3301,C[C@H]([C@@H](C)O)S(=O)(=O)CCC(=O)N[C@H](C)c1ccccc1,0.3404723
ZINC_250K_4667,Cc1c(NP(=O)(C(C)(C)C)C(C)(C)C)c(=O)n(-c2ccccc2)n1C,0.34047228
ZINC_250K_6955,Cc1nonc1C[C@@]1(C(=O)[O-])CCC[NH2+]C1,0.34047228
ZINC_250K_2341,Cc1ccccc1C(=O)Nc1ccc(Oc2ccccc2)cc1,0.34047225
ZINC_250K_6353,CCCS(=O)(=O)[N-]c1ccc2c[nH]nc2c1,0.34047222
ZINC_250K_1409,CC[NH+](C1CC1)[C@@H](C[NH3+])c1cccc(OC)c1OC,0.3404722
ZINC_250K_9278,O=C(NC[C@@H]1CC=CCC1)N(CCC(F)(F)F)C1CCC1,0.3404722
ZINC_250K_160,CCN1CCC(=NNC(=O)c2ccccc2)CC1,0.34047213
ZINC_250K_1815,CCC(CC)CNC(=O)N[C@H]1CCC[C@H](S(C)(=O)=O)C1,0.34047207
ZINC_250K_5986,COCCCC(=O)N1CCN(C[C@H](C)O)CC1,0.340472
ZINC_250K_2347,CCc1[nH+]n(C)c2c1NC[C@]1(C)COC[C@H]1N2,0.340472
ZINC_250K_3410,Nc1c(F)ccc([N-]S(=O)(=O)CC2CC2)c1F,0.34047195
ZINC_250K_4310,CC(C)[C@H](CO)NS(=O)(=O)c1ccsc1C(=O)[O-],0.34047192
ZINC_250K_8381,COc1ccc([C@@H](O)[C@@H](C)CC(=O)[O-])c2ccccc12,0.34047192
ZINC_250K_4583,C=C(C)COCc1nc2ccccc2n1CC(=C)C,0.3404718
ZINC_250K_4699,CC[NH2+][C@@H]([C@@H]1CCCC[C@H]1CC)[C@@H]1CN2CCC[C@@H]2CO1,0.34047174
ZINC_250K_4317,Cc1ccc(NC(=O)[C@]2(C)CC2(Cl)Cl)cc1C,0.34047168
ZINC_250K_5763,Cc1ccccc1NC(=O)Nc1ccccc1C(F)(F)F,0.34047166
ZINC_250K_9261,Cc1cc(Cl)nc(N[C@@H]2CCCC[C@H]2[NH3+])n1,0.34047163
ZINC_250K_5323,CCOC(=O)[C@@H](C)c1ccc(OC)c(OC)c1,0.3404716
ZINC_250K_5807,CN(Cc1cc(-c2ccccc2)n[nH]1)c1ncccn1,0.3404716
ZINC_250K_3270,CC[NH+]1CC[C@@H](CNCc2ccc([O-])c[nH+]2)C1,0.34047157
ZINC_250K_4210,CC[C@@H](CO)NC(=O)N[C@@H](C)c1ccccc1Br,0.34047157
ZINC_250K_3984,CC1(C)CCC[C@@H]1NC(=O)COCC(=O)[O-],0.3404715
ZINC_250K_3522,CN(Cc1[nH+]ccn1C)c1cccc(F)c1C(N)=[NH2+],0.34047148
ZINC_250K_6862,C[C@H]1C[C@H]([NH3+])CN(S(=O)(=O)c2c(F)cc(F)cc2F)C1,0.34047145
ZINC_250K_5147,Cc1csc(NC(=O)[C@@H]2CC=CC[C@H]2C(=O)[O-])n1,0.34047145
ZINC_250K_6825,Nc1cc(F)ccc1N1CC2(CCOCC2)C1,0.34047145
ZINC_250K_7467,C/C(=N\Nc1ccc(F)cc1F)c1ccco1,0.34047136
ZINC_250K_7982,CC[C@@H]1CCC[NH+](C(C)(C)CNC(=O)CNC(=O)C2CC2)C1,0.3404713
ZINC_250K_4274,COC(=O)[C@@H]1NS(=O)(=O)c2ccsc2C1=O,0.3404713
ZINC_250K_6016,CC[S@@](=O)[C@@H]1CCC[C@H](NC(=O)N2CCSCC2)C1,0.34047118
ZINC_250K_5396,CC(C)[C@@H](CNC(=O)CCS(C)(=O)=O)c1ccccc1,0.34047106
ZINC_250K_3878,COc1cc2c(cc1OC)-c1n[nH]c(=O)cc1C2,0.34047106
ZINC_250K_10139,C1=NC2=NC=N[C@@H]2C(N[C@H](CCn2cc[nH+]c2)c2ccccc2)=N1,0.34047103
ZINC_250K_1873,CSc1nc2n(n1)[C@@H](c1sccc1C)[C@H]1C(=O)CCCC1=N2,0.34047097
ZINC_250K_6833,Oc1ccc(Cn2ccc(C[NH2+]C3CC3)n2)cc1,0.34047097
ZINC_250K_9891,N#Cc1ccc(C(=O)O[C@@H](c2ccccc2)c2nccs2)cc1,0.34047097
ZINC_250K_2170,CCC[C@H]1C(=O)N[C@@](C)(CC)C(=O)N1Cc1nc(C)cs1,0.34047097
ZINC_250K_5221,C[C@@H](CNCc1ccc(Cl)nc1)[NH+](C)Cc1ccccc1,0.34047094
ZINC_250K_3096,O=C(N=c1[nH]c2ccccc2[nH]1)c1cc(Cl)ccc1[N+](=O)[O-],0.34047085
ZINC_250K_3173,C[NH2+]Cc1ccc(OC)c(C[NH+]2C[C@H](C)[C@@H](C)C2)c1,0.34047085
ZINC_250K_559,COC1=CC2=NC(SCc3cc(-c4ccccc4)on3)=NC2=CC1,0.34047085
ZINC_250K_10427,CC(C)[C@]1(O)CN(C(=O)CNC(N)=O)C[C@H]1C,0.34047082
ZINC_250K_1627,O=c1cc(CS(=O)(=O)c2ncccc2Cl)nc2ccccn12,0.3404708
ZINC_250K_9162,Cc1cc(=O)oc2c3c(ccc12)OC[NH+](CCC(C)C)C3,0.3404708
ZINC_250K_5686,C[C@H](C(=O)Nc1cccc([N+](=O)[O-])c1)[n+]1ccccc1,0.34047073
ZINC_250K_2647,CC[NH+](CC)CC(=O)NN1c2ccccc2CCc2ccccc21,0.34047073
ZINC_250K_783,CC[NH2+]C[C@H](Cc1cscn1)c1cccc(F)c1,0.3404707
ZINC_250K_157,C[C@H]1[C@@H](NC(=O)[C@@H](C)Sc2ncn[nH]2)CCC[C@@H]1C,0.34047067
ZINC_250K_10469,O=C(NCc1ccsc1)c1csc(C#CCO)c1,0.34047064
ZINC_250K_2189,C/[NH+]=C(/NCc1[nH+]ccn1CC(C)C)N1C[C@H]2CC=CC[C@@H]2C1,0.34047058
ZINC_250K_10065,O=[N+]([O-])c1cn(CCOC2CCCCCC2)cn1,0.34047052
ZINC_250K_2182,CC(C)(C)CS(=O)(=O)/N=C(\[O-])Cc1cccs1,0.34047052
ZINC_250K_4600,C[C@H](O)C[C@@H](Cc1cccc(Br)c1)C(=O)[O-],0.34047052
ZINC_250K_6961,CC(C)N[C@@]1(C#N)CC[C@H](N(C)C[C@@H]2CCC[NH+]2C)C1,0.3404705
ZINC_250K_7216,COc1ccccc1O[C@H](C)CNC(=O)NC(C)C,0.3404705
ZINC_250K_10107,CC(C)(C)[NH2+]Cc1cc2ccccc2nc1O,0.34047034
ZINC_250K_8532,[NH3+]Cc1ccccc1-n1nc(C(F)(F)F)c2c1CCC2,0.34047028
ZINC_250K_2861,COc1cc(-c2nnc([S-])n2/N=C/c2sccc2C)cc(OC)c1OC,0.34047028
ZINC_250K_8657,CC(C)[C@H](CCO)NC(=O)C[C@H](O)c1ccc(Cl)cc1,0.34047025
ZINC_250K_3663,Cc1cc(C)c2c(c1)NC(=O)[C@@]2(O)CC(=O)c1cccs1,0.34047025
ZINC_250K_8106,C[C@H]1CN(S(=O)(=O)Cc2ccccc2)CCN1S(=O)(=O)Cc1ccccc1,0.34047022
ZINC_250K_6972,C[C@@H]1C[NH+](CCOc2ccc(CC[NH3+])cc2)C[C@@H]1C,0.3404702
ZINC_250K_435,CNC(=O)[C@H]1CCCC[C@H]1[NH2+][C@H](C)c1cc(C)cc(C)c1,0.34047008
ZINC_250K_9059,CC(=O)O[C@@H]1[C@H]2[C@@H](C[C@@H](C)[C@@H]3C=CC(=O)[C@@]13C)OC(=O)[C@@H]2C,0.34046996
ZINC_250K_10390,Cc1csc(CSCCCN2C(=O)CNC2=O)n1,0.34046993
ZINC_250K_842,CC(C)[C@@H](ON1C(=O)c2ccccc2C1=O)C(=O)[O-],0.34046993
ZINC_250K_5013,C[C@H]1CCCCN1C(=O)c1cc2c(cc1O)OCO2,0.3404698
ZINC_250K_601,CCCCNS(=O)(=O)Cc1ccc([N+](=O)[O-])cc1,0.34046975
ZINC_250K_6667,Cc1csc(C/C(N)=N/OCc2ccccc2)n1,0.34046963
ZINC_250K_1597,Cn1ncc(SCC(=O)[O-])c(Cl)c1=O,0.34046963
ZINC_250K_1545,Nc1ccc2c(c1)CC[C@H]2Nc1ccc(I)cc1,0.34046957
ZINC_250K_4784,Cc1c(/C=C/c2cccc[n+]2C)c2ccccc2n1Cc1ccccc1F,0.34046957
ZINC_250K_10205,CCn1c(C)cc(C(=O)NCC(=O)NCC(C)C)c1C,0.34046954
ZINC_250K_3467,CCOC(=O)/C=C/C(=O)N[C@H](C)c1ccccc1,0.34046942
ZINC_250K_904,C[C@H](CCO)[NH2+][C@H]1CCc2c(Br)cccc21,0.34046942
ZINC_250K_6480,C[C@@H]1CC(C(=O)N2CCS[C@H]3COCC[C@@H]32)C[C@@H](C)O1,0.3404693
ZINC_250K_5970,CCS[C@H](C)c1noc(CN(C)Cc2cnc3cnccn23)n1,0.3404693
ZINC_250K_4265,C[NH+](Cc1csc([N+](=O)[O-])c1)[C@@H]1CCCC[C@@H]1S(C)(=O)=O,0.34046918
ZINC_250K_8183,CCCCN(CC(N)=O)C(=O)/C=C/c1ccc(Br)s1,0.34046918
ZINC_250K_10189,O=C([O-])CC1(NC(=O)[C@]2(C(F)(F)F)CC[NH2+]C2)CCC1,0.34046918
ZINC_250K_8143,COc1cc(CO)c(Br)cc1OCc1ccc(F)cc1,0.34046915
ZINC_250K_9158,Cc1nn(C)cc1S(=O)(=O)Nc1cc(C(C)(C)C)on1,0.34046915
ZINC_250K_726,CC[C@@H](C)[C@@H](O)C[NH2+][C@@H](c1cccs1)C1CC1,0.340469
ZINC_250K_3649,Nc1cc2c(cc1NC(=O)N1CCCCC1)OCCCO2,0.340469
ZINC_250K_8736,O=C(NCCCO)N[C@H](Cc1ccc(F)cc1)c1ccccc1,0.34046885
ZINC_250K_8103,COCC[NH2+]Cc1ncoc1-c1ccc(C)cc1,0.3404688
ZINC_250K_7002,COc1ccccc1-c1nnc(-c2cc3ccccc3cc2OC)o1,0.34046876
ZINC_250K_6985,Cc1cc(N2CC[C@@H]([NH3+])C2)nc(-c2ccc(F)cc2)n1,0.3404687
ZINC_250K_8465,CC1CCN(C(=O)c2csc(C(C)C)c2)CC1,0.34046865
ZINC_250K_2040,Cc1nnc(S[C@H](C)C(=O)N2CCOCC2)n1C,0.34046865
ZINC_250K_3539,CCOCCCc1cnc(C[NH2+]C)o1,0.3404686
ZINC_250K_2314,[NH3+][C@H]1CCC[C@@H]1CCSc1n[nH]c(=O)n1C1CC1,0.34046853
ZINC_250K_8215,Cc1cc([C@H](Br)C(C)(C)S(C)(=O)=O)ccc1F,0.34046853
ZINC_250K_4525,Cc1ccc(OC(=O)c2cccc(S(C)(=O)=O)c2)c(C)c1,0.34046853
ZINC_250K_1021,CN1C2=C(C#N)C(=O)CCN2c2ccccc21,0.34046853
ZINC_250K_5155,COc1ccccc1S(=O)(=O)[N-]c1ccc(Cl)cc1Cl,0.3404685
ZINC_250K_7854,CCO[C@@H](C)C(=O)[C@H]1CCOC2(CCCCC2)C1,0.34046847
ZINC_250K_3620,CS[C@H]1CC[C@@H](NC(=O)[C@@H]2CSCN2C(=O)CC(C)(C)C)C1,0.3404684
ZINC_250K_2477,C[C@H](O)CC#CC[NH+]1CCC[C@H](c2cccnc2)C1,0.3404684
ZINC_250K_694,C[C@@H]([NH2+]C[C@H]1CC[C@H](C(N)=O)O1)c1ccc2c(c1)OCCCO2,0.3404684
ZINC_250K_9772,Cc1ncc([C@H](C)NCc2ccccc2F)s1,0.3404684
ZINC_250K_2866,Cc1sc2ncn3nc(CC#N)nc3c2c1C,0.34046835
ZINC_250K_1956,C[NH+](C)[C@@H]1CC[C@H](NC(=O)C2CCN(CC(F)(F)F)CC2)C1,0.34046832
ZINC_250K_5182,Cc1nnc([C@H]2CCCCC[C@@H]2[NH3+])n1-c1ccccc1,0.34046832
ZINC_250K_5982,Cc1cc(C(=O)N2CCC([C@]3(C)NC(=O)NC3=O)CC2)sc1C,0.34046832
ZINC_250K_1595,CC[C@@H]([NH2+]CCCC(C)(C)C)c1cnn(C)c1,0.34046826
ZINC_250K_1358,Cc1nc(-c2ccccc2)c2c(n1)[C@@]1(C)CC[C@@H]2C1(C)C,0.3404682
ZINC_250K_6642,O=C1CSc2nnc(-c3ccc(Cl)cc3)n21,0.3404682
ZINC_250K_3127,CCC(CC)(Nc1ccc(OC)cc1)C(=O)[O-],0.3404682
ZINC_250K_8385,CC[C@@H]1CN([C@@H]2CCC[C@@](CO)([NH2+]C)C2)CCO1,0.34046814
ZINC_250K_9507,Cc1ccc(O[C@@H](C)C(=O)NNC(=O)c2ccc(C)c(I)c2)cc1C,0.34046814
ZINC_250K_6553,CCC[NH2+][C@H](c1ccn(Cc2noc(C)n2)c1)C(C)C,0.3404681
ZINC_250K_5595,CC[C@@H]([NH2+]C[C@](C)(O)C[NH+](C)C)c1c(Cl)cccc1Cl,0.34046808
ZINC_250K_385,C/C(=C1/SC(=O)N(c2ccc(Cl)cc2)C1=O)c1ccc(Br)cc1,0.34046808
ZINC_250K_484,C=CCOc1ccc(CNc2ccc(OC)cc2)cc1,0.34046808
ZINC_250K_3559,CC[C@@H]1C(=O)N2CCCC[C@@H]2C(=O)N1C[C@H]1CC=CCC1,0.34046802
ZINC_250K_6945,CC(C)C[C@H](C[NH3+])C(=O)N1CCC[C@H](NS(C)(=O)=O)C1,0.340468
ZINC_250K_6444,C[C@H]1CCC[C@](C#N)(NC(=O)[C@@H]2CCC(=O)O2)C1,0.34046787
ZINC_250K_3001,C/C(=N/NC(=O)[C@H]1C=C(C(C)C)N=N1)c1cccs1,0.34046787
ZINC_250K_5264,CC(C)CNC(=O)[C@@H](C)Oc1ccc(F)cc1[C@@H](C)O,0.3404678
ZINC_250K_5250,Cn1cccc1C[NH+]1CCC([C@@H](O)c2ccc(Cl)cc2)CC1,0.34046763
ZINC_250K_9070,CCC[NH2+][C@H](c1ccc(OC)c(F)c1)c1cscc1C,0.34046763
ZINC_250K_218,c1cc(CN2CC[NH+](Cc3ccc4c(c3)OCCO4)CC2)no1,0.34046754
ZINC_250K_8895,CCS[C@H]1CC[C@@H]([NH+](C)Cc2c(Cl)nc3sccn23)C1,0.3404675
ZINC_250K_6372,C[C@@H]1CCCC[C@H]1CNc1nc(Br)cs1,0.34046748
ZINC_250K_1663,C[C@@](N)(C(=O)N1CCCC[C@@H]1CCC(=O)[O-])C(F)(F)F,0.34046745
ZINC_250K_9372,Nc1cccc2oc(NCc3nccs3)nc12,0.34046745
ZINC_250K_1074,CC[C@H](C#N)NCCCC(=O)NC1CC1,0.34046742
ZINC_250K_6719,COc1ncccc1Cn1cc(CCO)nn1,0.34046736
ZINC_250K_9361,CC[C@@H](C)NC(=O)Nc1ccccc1Br,0.34046733
ZINC_250K_1138,CC(=O)Oc1ccc(C(=O)NNC(=O)c2cccnc2)cc1,0.34046733
ZINC_250K_280,c1ccc2c(c1)CC[C@H]([C@H]1CCCc3cccnc31)N2,0.3404673
ZINC_250K_8289,C[C@H](C(=O)[O-])[C@@H](C)[NH2+]Cc1ccc(F)c(F)c1,0.34046727
ZINC_250K_4464,COc1cc(C2=N/C(=C\c3ccccc3C(F)(F)F)C(=O)O2)cc(OC)c1OC,0.34046724
ZINC_250K_7022,O=C1C[C@H]([NH+]2CCOCC2)C=C1Nc1ccccc1,0.3404672
ZINC_250K_6938,CN1CC[NH+](C)C[C@@H]1[C@H](O)Cc1ncnn1C,0.3404672
ZINC_250K_10368,COC(=O)N1CC[C@H](NC(=O)C2C(C)(C)C2(C)C)C1,0.3404671
ZINC_250K_7125,CCC[C@H](CC(=O)OC)NC(=O)c1ccc(C#N)[n-]1,0.3404671
ZINC_250K_8693,CC(C)(C)c1ccc(Nc2ccc3nnc(C(F)F)n3n2)cc1,0.3404671
ZINC_250K_4972,COc1ccc(NCCOc2ccc(F)cc2)cc1,0.34046704
ZINC_250K_2319,CC[NH2+][C@H](Cc1ncnn1CC)[C@@H]1CN(C)CCO1,0.34046704
ZINC_250K_10291,CC[C@H](C)[C@@H](NS(=O)(=O)c1c(C)cc(C)cc1C)C(N)=O,0.34046704
ZINC_250K_8741,Cc1ccccc1S[C@@H]1CC[C@](C#N)(NC(C)C)C1,0.34046692
ZINC_250K_507,CCC[NH2+][C@H](Cc1ccccc1)[C@@H]1CN(CC)CCO1,0.34046692
ZINC_250K_9149,CN1CCO[C@H](CN2CCC[C@@H](C[NH2+]C(C)(C)C)C2)C1,0.34046692
ZINC_250K_6221,CC(C)(C)c1ccc([C@@H](C#N)NC(=O)[C@@H]2CCCS2)cc1,0.34046677
ZINC_250K_2999,C/C=C/CC[NH2+][C@@H]1CCc2ccc(F)cc21,0.34046674
ZINC_250K_7860,C[NH2+][C@H](C)c1cccc(-n2cc(Cl)c(C)n2)c1,0.3404667
ZINC_250K_635,Cc1cccc(-c2nn(C[NH+]3CCCCC3)c(=S)n2-c2ccccc2)c1,0.34046665
ZINC_250K_4215,COC(=O)C1(NC(=O)c2cc(C)on2)CCCCC1,0.3404666
ZINC_250K_4084,COc1cc(OC)cc([C@H]2Nc3nonc3NC3=C2C(=O)CCC3)c1,0.34046653
ZINC_250K_2953,CCCC[C@@H](C)NC(=O)[C@H]1CCC[NH2+][C@@H]1C,0.34046653
ZINC_250K_10007,C[P@@](=O)(Nc1ccccc1Cl)Oc1cccc(Cl)c1Cl,0.34046647
ZINC_250K_4854,[NH3+][C@@H]1CCC[C@@H](n2cc(C(F)(F)F)cn2)C1,0.34046644
ZINC_250K_1573,C[C@H]1CCC[C@]2(CC[NH2+]C[C@@H]2c2cccc(Br)c2)C1,0.3404664
ZINC_250K_6176,C[C@@H](CO)CSc1nc2ccccc2cc1/C(N)=N/O,0.34046638
ZINC_250K_4337,CSCC(=O)NNC(=O)c1cncc2ccccc12,0.34046617
ZINC_250K_7962,CC1(C)C(CN2CCC(=O)NC3(CCCC3)C2=O)C1(C)C,0.34046614
ZINC_250K_9932,CN(C)c1ccccc1C[NH+](C[C@@H]1CCCO1)[C@@H]1CCSC1,0.3404661
ZINC_250K_7246,CC(C)(C)OC(=O)N1C(=O)CC12CCOCC2,0.34046605
ZINC_250K_104,Cc1ccc([C@@H](C)NC(=O)N[C@@H](CCO)c2cccs2)cc1,0.340466
ZINC_250K_4041,CCCC[C@H](C(=O)[O-])c1ccccn1,0.340466
ZINC_250K_4959,C[C@H]1CC(Oc2c(F)cc(CC[NH3+])cc2F)C[C@H](C)C1,0.34046596
ZINC_250K_7436,CCC[NH2+][C@@H](c1ccc(CC)s1)[C@@H]1CCO[C@@H]1C,0.34046587
ZINC_250K_7315,C[C@@H](Oc1ccc(-c2ccccc2)cc1)C(=O)N(C)Cc1ccccc1,0.34046587
ZINC_250K_3889,COC(=O)c1ccc(NCc2ccc(Cl)o2)cc1,0.34046587
ZINC_250K_4800,CCN[C@@]1(C#N)CC[C@@H](n2nc(C)c(CC)c2C)C1,0.34046587
ZINC_250K_2684,C/C(=N\NC(=O)C(=O)Nc1ccc(Br)cc1C)c1ccncc1,0.34046587
ZINC_250K_6374,CC[C@H](CCO)CNc1nc2ccc(C)cn2n1,0.3404658
ZINC_250K_6638,CCC[C@@H]([NH2+]C[C@H]1Cc2ccccc2S1)C(=O)[O-],0.34046575
ZINC_250K_8817,C[NH2+][C@H](c1ccc(OC)c(OC)c1)[C@H]1CCO[C@H]1C,0.34046572
ZINC_250K_6225,CC1CC[NH+](CCOc2ccc(C(N)=S)cc2)CC1,0.34046564
ZINC_250K_2962,C[C@H]([NH2+][C@@H]1CC(=O)N(C(C)(C)C)C1)c1ccc(Br)s1,0.34046555
ZINC_250K_5356,Cc1cc([C@@H](C)NC(=O)C[C@H](C)NC(=O)c2ccccc2)c(C)s1,0.34046552
ZINC_250K_8777,COc1ccccc1OC(=O)/C=C/c1ccc(NC(C)=O)cc1,0.3404655
ZINC_250K_6445,CC[NH+](CC)[C@@H](C)CNC(=O)N(C)Cc1ccc(F)cc1,0.3404655
ZINC_250K_9635,Brc1ccccc1CN1CC[NH+](Cc2ccncc2)CC1,0.34046528
ZINC_250K_3726,O=C(NC[C@H]1CCS(=O)(=O)C1)N1CCC[C@H]([NH+]2CCCC2)C1,0.34046516
