row_idx,smiles,is_valid,is_empty,is_multifragment,looks_like_salt,missing_stereo,aromatic_inconsistency,file,dataset
788,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
789,Cn5cc(c3c(c1cn(CCCSC(=N)N)c2ccccc12)c(=O)[nH]c3=O)c4ccccc45,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
790,COc1ccc5c(c1)c(c4c(c2c[nH]c3ccccc23)c(=O)[nH]c4=O)cn5CCCN(C)C,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
791,CN(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-],True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
792,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
793,CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
794,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
795,C[C@@H]1C(=O)NC2=NC3=C(CN12)C(=CC=C3)Cl,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
796,COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
797,CCN1C2=CC(F)=C3C=C2C(=C1C1=CC(N2CCN(C)CC2)=CN=C1[C@H](C)OC)CC(C)(C)COC(=O)[C@@H]1CCCN(N1)C(=O)[C@@H](NC(=O)[C@H]1C[C@@H]1C)CC1=NC3=CS1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
798,CCN1C2=C3C=C(C(F)=C2)C2=CSC(=N2)C[C@H](NC(=O)[C@H]2[C@@H]4COC[C@@H]42)C(=O)N2CCC[C@H](N2)C(=O)OCC(C)(C)CC3=C1C1=C([C@H](C)OC)N=CC(N2CCN(C)CC2)=C1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
799,CCN1C2=CC(F)=C3C=C2C(=C1C1=CC(N2CCN(C)CC2)=CN=C1[C@H](C)OC)CC(C)(C)COC(=O)[C@@H]1CCCN(N1)C(=O)[C@@H](NC(=O)[C@H]1C[C@@H]1C(F)F)CC1=NC3=CS1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
800,CO[C@@H](C)C1=NC=C(N2CCN(C)CC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H]3C[C@@H]3C)CC3=NC(=CS3)C3=C(F)C=C(C2=C3)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
801,CCN1C2=CC(F)=C3C=C2C(=C1C1=CC(N2CCN(C)CC2)=CN=C1[C@H](C)OC)CC(C)(C)COC(=O)[C@@H]1CCCN(N1)C(=O)[C@@H](NC(=O)[C@H]1C[C@@H]1C#N)CC1=NC3=CS1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
802,CCN1C2=CC(F)=C3C=C2C(=C1C1=CC(N2CCN(C)CC2)=CN=C1[C@H](C)OC)CC(C)(C)COC(=O)[C@@H]1CCCN(N1)C(=O)[C@@H](NC(=O)[C@@H]1C[C@H]1C#N)CC1=NC3=CS1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
803,CCN1C2=C3C=C(C(F)=C2)C2=CSC(=N2)C[C@H](NC(=O)[C@H]2C[C@@H]2C)C(=O)N2CCC[C@H](N2)C(=O)OCC(C)(C)CC3=C1C1=C([C@H](C)OC)N=CC(N2CCN(CC(F)(F)F)CC2)=C1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
804,CCN1C2=CC(F)=C3C=C2C(=C1C1=CC(N2CCOCC2)=CN=C1[C@H](C)OC)CC(C)(C)COC(=O)[C@@H]1CCCN(N1)C(=O)[C@@H](NC(=O)[C@H]1C[C@@H]1C)CC1=NC3=CS1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
805,CO[C@@H](C)C1=NC=C(N2CCN(CC(F)(F)F)CC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H]3C[C@@H]3C)CC3=NC(=CS3)C3=C(F)C=C(C2=C3)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
806,CO[C@@H](C)C1=NC=C(N2CCN(C)CC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H]3C[C@@H]3C)CC3=NC(=CS3)C3=CC=C(C2=C3F)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
807,CCN1C2=CC(F)=C3C=C2C(=C1C1=CC(N2CCOCC2)=CN=C1[C@H](C)OC)CC(C)(C)COC(=O)[C@@H]1CCCN(N1)C(=O)[C@@H](NC(=O)[C@H]1C[C@@H]1C(F)F)CC1=NC3=CS1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
808,CO[C@@H](C)C1=NC=C(N2CCOCC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H]3C[C@@H]3C)CC3=NC(=CS3)C3=C(F)C=C(C2=C3)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
809,CCN1C2=CC=C3C=C2C(C2=CC(N4CCN(C)CC4)=CN=C2C(C)OC)=C1CC(C)(C)COC(=O)C1CCCN(N1)C(=O)C(NC(=O)C1CC1C)CC1=NC3=CS1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
810,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C1CN(C(=O)[C@H](F)Cl)C1)CC1=CC(=CC(O)=C1)C1=CC3=C(C=C1)N(CC)C(C1=C(COC)N=CC=C1)=C3CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
811,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)[C@@H](F)Cl)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
812,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)[C@H](F)Cl)C1)CC1=CC(=CC(O)=C1)C1=CC3=C(C=C1)N(CC)C(C1=C([C@H](C)OC)N=CC=C1)=C3CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
813,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C1CC(C=O)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
814,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C1CC(C#C)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
815,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)C(C)=O)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
816,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(CC#C)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
817,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(CC#N)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
818,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C1CC(C(=O)C=S(C)(C)=O)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
819,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)/C=C/N3C=NC=N3)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
820,CCN1C2=C3C=C(C=C2)C2=CSC(=N2)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]2CCN(C(=O)[C@H](F)Cl)C2)C(=O)N2CCC[C@H](N2)C(=O)OCC(C)(C)CC3=C1C1=C([C@H](C)OC)N=CC(N2CCN(C)CC2)=C1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
821,[H][C@@]17CCCN(N1)C(=O)[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]4CCN(C(=O)C23CC2C3)C4)Cc5cc(O)cc(c5)c6ccc9c(c6)c(CC(C)(C)COC7=O)c(c8cccnc8[C@H](C)OC)n9CC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
822,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)[C@H](F)Cl)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC(N4CCN(C)CC4)=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
823,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C1CC(C#CC3=CC=CC=N3)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
824,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)N1CC(C#C)C1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
825,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC(C#C)CC1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
826,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC(F)(C#C)CC1)CC1=CC(O)=CC(=C1)C1=CC=C3C(=C1)C(=C(C1=CC=CN=C1[C@H](C)OC)N3CC)CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
827,CCN1C2=C3C=C(C=C2)C2=CSC(=N2)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]2CCN(C(=O)[C@H](F)Cl)C2)C(=O)N2CCC[C@H](N2)C(=O)OCC(C)(C)CC3=C1C1=C([C@H](C)OC)N=CC=C1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
828,CCN1C2=CC=C3C=C2C(=C1C1=CC(N2CCN(C)CC2)=CN=C1[C@H](C)OC)CC(C)(C)COC(=O)[C@@H]1CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N1CCCC2(CCN(C(=O)[C@H](F)Cl)C2)C1=O)CC1=NC3=CS1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
829,CO[C@@H](C)C1=NC=C(N2CCN(C)CC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N3CCCC4(CCN(C(=O)[C@H](F)Cl)C4)C3=O)CC3=NC(=CS3)C3=CC=C(C2=C3)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
830,CO[C@@H](C)C1=NC=C(N2CCN(C)CC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C3(F)CCN(C(=O)[C@H](F)Cl)CC3)CC3=NC(=CS3)C3=CC=C(C2=C3)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
831,CO[C@@H](C)C1=NC=C(N2CCN(C)CC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]3CCN(C(=O)[C@H](F)Cl)C3)CC3=NC(=CS3)C3=CC=C(C2=C3)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
832,CO[C@@H](C)C1=NC=CC=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]3CCN(C(=O)[C@H](F)Cl)C3)CC3=NC(=CS3)C3=CC=C(C2=C3)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
833,CO[C@@H](C)C1=NC=C(N2CCN(C)CC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N3CC[C@]4(CCN(C(=O)[C@H](F)Cl)C4)C3=O)CC3=NC(=CS3)C3=CC=C(C2=C3)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
834,CO[C@@H](C)C1=NC=C(N2CCN(C)CC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N3CC[C@@]4(CCN(C(=O)[C@H](F)Cl)C4)C3=O)CC3=NC(=CS3)C3=CC=C(C2=C3)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
835,CO[C@@H](C)C1=NC=C(N2CCOCC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]3CCN(C(=O)[C@H](F)Cl)C3)CC3=NC(=CS3)C3=CC=C(C2=C3)N1CC(F)(F)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
836,CCN1C2=CC=C3C=C2C(=C1C1=CC(N2CCN(CC(F)(F)F)CC2)=CN=C1[C@H](C)OC)CC(C)(C)COC(=O)[C@@H]1CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)[C@H](F)Cl)C1)CC1=NC3=CS1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
837,CCN1C2=CC=C3C=C2C(=C1C1=CC=CN=C1[C@H](C)OC)CC(C)(C)COC(=O)[C@@H]1CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C1CCN(C(=O)C#CCN2CCOCC2)C1)CC1=CC3=CC(O)=C1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
838,[H][C@@]12CCCN(N1)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C1CN(C(=O)CCl)C1)CC1=CC(=CC(O)=C1)C1=CC3=C(C=C1)N(CC)C(C1=C(COC)N=CC=C1)=C3CC(C)(C)COC2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
839,CC(C)[C@@H](C(=O)N[C@H]1CC2=CC(=CC(O)=C2)C2=CC3=C(C=C2)C(C(C)(C)C#N)=CN3CC(C)(C)COC(=O)[C@@H]2CCCN(N2)C1=O)N1CCCC2(CCN(C(=O)CCl)C2)C1=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
840,CCC1=CC(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)=CC=C1N,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
841,NC1=NC=CN1CC1=CC=C(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
842,O=C1CCC(C2=CC=CC(C3=CC=C(OCC4=NC=CC=C4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
843,CN1CCN(CCOC2=CC=C(C3=C(Cl)C(C4CCC(=O)NC4=O)=CC=C3)C=C2)CC1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
844,NC1=C(Cl)C=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
845,O=C1CCC(C2=CC=CC(C3=CC=C(C4COC(=O)N4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
846,O=C1CCC(C2=CC=CC(C3=CC=C(C4COC(=O)N4)C(F)=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
847,COC1=CC=C(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)C=C1OC(F)F,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
848,O=C1CCC(C2=CC=CC(C3=CC=C(OC4CCOC4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
849,NC1=NN(CC2=CC=C(C3=C(Cl)C(C4CCC(=O)NC4=O)=CC=C3)C=C2)C=N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
850,CC1=NC=CN1CC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
851,N#CC1=C(O)C=CC(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
852,NC1=C(OC(F)F)C=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
853,CCNC1=CC=C(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
854,CNC1=CC=C(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)C=C1C,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
855,O=C1CCC(C2=CC=CC(C3=CC=C(OCCCO)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
856,NC1=CC=NN1CC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
857,O=C1CCC(C2=CC=CC(C3=CC=C(OCC4CCCO4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
858,O=C1CCC(C2=CC=CC(C3=CC=C(CN4C=CC=N4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
859,O=C1CN(CCOC2=CC=C(C3=C(Cl)C(C4CCC(=O)NC4=O)=CC=C3)C=C2)CCN1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
860,O=C1CCC(C2=CC=CC(C3=CC=C(CCN4CCOCC4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
861,O=C1CCC(C2=CC=CC(C3=CC=C(OCC4=CC=CN=C4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
862,O=C1CCC(C2=CC=CC(C3=CC=C(OCC4=CC=NC=C4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
863,COC1=CC(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)=CC=C1C(F)F,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
864,COCCCOC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
865,CC1=CC(C)=NN1CC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
866,CC(=O)NC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
867,CC(C)NC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
868,NC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
869,CC1=CC(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)=CC=C1N,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
870,COC1=CC(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)=CC=C1C,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
871,N#CC1=CC=C(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)C=C1N,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
872,CNC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
873,CN(C)CCOC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
874,O=C1CCC(C2=CC=CC(C3=CC=C(OCCN4CCCC4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
875,COC1=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=CC(OC(F)F)=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
876,NC1=C(Cl)C=CC(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
877,COC1=CC=C(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)C=C1C#N,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
878,O=C1CCC(C2=CC=CC(C3=CC=C(CN4C=CN=C4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
879,O=C1CCC(C2=CC=CC(C3=CC=C(OCC4CCOC4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
880,N#CC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
881,O=C1CCC(C2=C(Cl)C(C3=CC=C(CN4C=CC=CC4=O)C=C3)=CC=C2F)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
882,CN1C=CC(COC2=CC=C(C3=C(Cl)C(C4CCC(=O)NC4=O)=C(F)C=C3)C=C2)=N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
883,CN1C=CC(COC2=CC=C(C3=C(F)C(C4CCC(=O)NC4=O)=C(Cl)C=C3)C=C2)=N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
884,CN1C=CC(COC2=CC=C(C3=CC=C(Cl)C(C4CCC(=O)NC4=O)=C3Cl)C=C2)=N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
885,O=C1CCC(C2=C(F)C=CC(C3=CC=C(CN4C=CC=CC4=O)C=C3)=C2F)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
886,COC1=C(C)C=C(C2=C(F)C(C3CCC(=O)NC3=O)=C(F)C=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
887,O=C1CCC(C2=CC=CC(C3=CC=C(CN4C=CC=CC4=O)C=C3)=C2F)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
888,CN1C=CC(COC2=CC=C(C3=C(F)C(C4CCC(=O)NC4=O)=CC=C3)C=C2)=N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
889,CN1C=CC(COC2=CC=C(C3=CC(C4CCC(=O)NC4=O)=CC=C3)C=C2)=N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
890,CC1=C(C2=CC(C3CCC(=O)NC3=O)=C(Cl)C=C2)C=CC(OCC2=NN(C)C=C2)=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
891,CN1C=CC(COC2=CC(Cl)=C(C3=CC(C4CCC(=O)NC4=O)=C(Cl)C=C3)C=C2)=N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
892,CN1C=CC(COC2=CC=C(C3=CC=CC(C4CCC(=O)NC4=O)=C3Cl)C=C2)=N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
893,CC1=CC(C2=CC=CC(C3CCC(=O)NC3=O)=C2Cl)=CC=C1OCCN1CCOCC1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
894,O=C1CCC(C2=CC=CC(C3=CC=C(CN4C=CC=CC4=O)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
895,CN1C=CC(COC2=CC=C(C3=C(Cl)C(C4CCC(=O)NC4=O)=CC(C#N)=C3)C=C2)=N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
896,CN1C=CC(=O)N1CC1=CC=C(C2=C(Cl)C(C3CCC(=O)NC3=O)=CC=C2)C=C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
897,O=C1CCC(C2=CC=CC(C3=CC=C(CC4=NC=CN=C4)C=C3)=C2Cl)C(=O)N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
898,CN1C=CC(OCC2=CC=C(C3=CC=CC(C4CCC(=O)NC4=O)=C3Cl)C=C2)=N1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
