compound_id,smiles,score
ZINC_33752,C/C=C/[C@@H]1OC2=C(C(=O)O[C@]2(C)O)[C@@H](O)[C@@H]1O,0.43147442
ZINC_27949,CCc1[nH+]ccn1Cc1noc(-c2cc(OC)c(OC)c(OC)c2)n1,0.43147442
ZINC_10601,Cc1ccc([C@@]2(C[NH2+]C(C)C)CC[C@@H]2C)cc1,0.43147442
ZINC_38616,O=C1CCC[C@@H]1[C@H]1CCCCN1C(=O)CC1CCCC1,0.43147442
ZINC_31813,CCCCOc1ccc(/C=C2/SC(=S)N=C2[O-])cc1,0.43147442
ZINC_19284,C[C@H]([NH2+][C@H]1COc2ccccc21)c1ccccc1N(C)C,0.43147442
ZINC_22905,CC1(C)C[C@](CCC#N)(C2N3CC4(C)CN2CC(C)(C3)C4O)CCO1,0.43147442
ZINC_33232,CCc1ccc(C[C@H](O)[C@@](C)(CC)[NH+]2CCCC2)s1,0.43147442
ZINC_24980,CCCN[C@@H](Cc1ccccc1Cl)C[NH+](C)C,0.43147436
ZINC_23854,C[C@H]1[C@@H]([C@H]([NH3+])[C@@H](C)c2ccccn2)[C@@H](C)O[C@H]1C,0.43147436
ZINC_38938,Cn1cc(C(=O)C2([NH+](C)C)CCCCC2)cn1,0.43147433
ZINC_9082,C[C@@H]1C[NH+]2CCC[C@@H]2CN1C(=O)N1CC(C(=O)[O-])C1,0.43147433
ZINC_25117,Cc1ccc(Cl)cc1-n1nnnc1N,0.43147433
ZINC_13528,Cc1ccc(-c2cc(-c3ccccc3)[nH]c(=O)n2)cc1,0.43147433
ZINC_24065,CCC(=O)NCC(=O)NCC1([NH+](C)C)CCOCC1,0.43147433
ZINC_24405,CC(C)CCO/N=C(/N)[C@@H]1CCOC1,0.43147433
ZINC_27007,C[NH+](C)C1CCN(C[C@@H]2[C@H](O)C(C)(C)OC2(C)C)CC1,0.43147427
ZINC_46972,CC[C@@H]1CCC[C@@](CC[NH+]2CCOCC2)(C(=O)[O-])C1,0.43147427
ZINC_25062,COCCCN1C(=O)N[C@H]2CS(=O)(=O)C[C@H]21,0.43147427
ZINC_21033,CC[NH+]1CCN(c2nc(C)c(C)c(O)n2)CC1,0.43147427
ZINC_4022,CC1(C)CCC[C@@H](C[NH+](CCO)C2CCCCC2)C1=O,0.43147424
ZINC_43825,C[C@H]([NH2+][C@H]1CS[C@@H](C)C1)c1ccc(Cl)cc1,0.43147424
ZINC_21641,O=C(NCCN1CC[NH2+]CC1)N1CCCCCC1,0.43147424
ZINC_3759,Cn1nncc1C[NH+](CC1CCCCC1)C1CC1,0.43147424
ZINC_7861,COC(=O)c1ccc(OP(=O)(c2ccccc2)c2ccccc2)cc1,0.43147424
ZINC_9855,CC(C)=Nn1cnc2c1=NC(C)(C)NC=2C(N)=O,0.43147418
ZINC_12444,C[NH2+]C[C@H](C)C(=O)N1CCC[C@H](CO)C1,0.43147418
ZINC_39254,Oc1ccc(C[NH+]2C[C@H]3CC[C@@H]2C3)c(O)c1,0.43147415
ZINC_21790,COc1ccc(C#N)c([N+](=O)[O-])c1,0.43147415
ZINC_44045,C[NH2+]Cc1ccc(-c2ccc(F)cc2C)s1,0.43147415
ZINC_36509,CCC[NH2+]Cc1nc2c(F)cccc2[nH]1,0.43147415
ZINC_6753,[NH3+]CC[C@H]1CCC[NH+]([C@@H]2CCO[C@]3(CCOC3)C2)C1,0.43147415
ZINC_46707,CCN(CC)C(=O)N[C@@H](c1ccccc1)C(C)(C)C,0.4314741
ZINC_42594,CCc1ccc(NC(=O)C(=O)NCC#N)cc1,0.4314741
ZINC_46969,CCCC[C@@H](C(=O)OC)c1ccc(OC)cc1,0.43147406
ZINC_43276,CC[C@@](C)([NH3+])C(=O)NCC(C)(C)N1CC[NH+](C)CC1,0.43147406
ZINC_16436,CC[NH+](Cc1cccc(Cl)n1)C1CCCC1,0.43147406
ZINC_26601,C[C@@H](NC(=O)c1cccs1)C(C)(C)C,0.43147406
ZINC_37639,CC[NH2+]CC1CC[NH+](Cc2ccc(OC(C)C)cc2)CC1,0.43147406
ZINC_35261,CC(C)c1[nH+]n(C)c(N(C)C)c1CN[C@@H](C)Cn1cc[nH+]c1,0.43147406
ZINC_40975,CC(C)N1CCO[C@@H](CSC[C@H](O)CO)C1,0.43147406
ZINC_28166,CCCN(CCC)C(=O)c1cc(C(F)(F)F)ccc1F,0.43147406
ZINC_11589,C[C@H]1CN(Cc2ccc(O)cc2)C2(CCCC2)C[NH2+]1,0.43147406
ZINC_16235,COc1ccccc1CC(=O)C(OC)OC,0.43147406
ZINC_19199,CCN(Cc1ccccn1)[C@H](C[NH3+])c1ccccc1F,0.43147406
ZINC_19011,C[C@@H]([NH2+]Cc1ccc([O-])c[nH+]1)c1cccc(Br)c1,0.431474
ZINC_15727,Cc1occc1COC(=O)CCc1ccsc1,0.431474
ZINC_46054,C[C@H]1CCN(C(=O)C(C2CC2)C2CC2)C[C@H]1O,0.431474
ZINC_24742,COC(=O)[C@@H](C)[S@@](=O)Cc1cc(C)cc(C)c1,0.43147397
ZINC_6749,[NH3+][C@H]1CCC[C@@H]1CC[NH+]1CC[C@H](N2CCOCC2)C1,0.43147397
ZINC_13029,O=S(=O)([O-])c1ccc(N/N=C/c2csc3ccccc23)cc1,0.43147397
ZINC_9327,CCNS(=O)(=O)c1cc(C(N)=O)sc1C,0.43147397
ZINC_20098,CC(C)(C)[C@@H]1CCC[NH+]1Cc1ccncc1,0.43147397
ZINC_17352,CN1CCO[C@H](C[NH2+]CC2CC(Cl)C2)C1,0.43147397
ZINC_22981,CC(C)NC(=O)c1cc(N)cc(Br)c1,0.43147397
ZINC_13551,CCN(Cc1cccc(C)n1)C[C@H](Br)C(F)(F)F,0.43147397
ZINC_19053,CNC(=O)C1CC[NH+](CCCNC(=O)C2CCCC2)CC1,0.43147397
ZINC_34814,NC(=O)c1ccc(NC2=[NH+]CCC2)cc1,0.43147397
ZINC_14786,Cc1cc(F)ccc1C1CC([O-])C1,0.4314739
ZINC_5637,Cc1cc(C)cc(N(CCC#N)C(=O)[C@@H](C)N(C)CC#N)c1,0.4314739
ZINC_5957,O=C(C[n+]1ccccc1Cl)c1ccc2ccccc2c1,0.43147388
ZINC_41048,C[NH+]1[C@H]2CC[C@@H]1CN(C(=O)CS)CC2,0.43147388
ZINC_22052,Cc1ccc(C(=O)Nc2ccc(C(N)=O)cc2F)cc1,0.43147388
ZINC_1903,N#Cc1cnn(-c2ccc(N)cc2)c1Cl,0.43147388
ZINC_13904,CC[NH2+][C@@H](C)c1ccc(Oc2cccc(F)c2)c(F)c1,0.43147388
ZINC_5043,CCOC(=O)c1c(SC)n[nH]c1N,0.43147388
ZINC_11815,c1ccc2[nH]c(-c3cscn3)nc2c1,0.43147388
ZINC_32009,COc1ccc([C@H](C)[NH+]2CCC(=O)[C@@H](C)[C@H]2C)cc1,0.43147388
ZINC_25644,CCC[C@H]1CCC[C@H]([NH2+]C[C@@H]2CN(C)CCO2)CC1,0.43147388
ZINC_17857,CC(C)=NNc1cc([N+](=O)[O-])cc2c1C(=O)N(C)S2=O,0.43147388
ZINC_23439,Cc1occc1-c1nnc(S[C@H](C)c2ccccc2)n1-c1ccccc1,0.43147382
ZINC_11785,CC(C)N(Cc1cccc(Br)c1O)CC(F)F,0.43147382
ZINC_23654,C[NH+](CCc1cccs1)CC(C)(C)C=O,0.43147382
ZINC_28555,[NH3+][C@@H](CNc1ccc(C(=O)[O-])c(F)c1F)c1ccccc1,0.43147382
ZINC_31491,C/C=C/C[C@@H](C(=O)[O-])c1cccc(Cl)c1,0.4314738
ZINC_36489,Cc1c(C[NH2+]C[C@H]2CCC[C@@H]2O)cnn1C,0.4314738
ZINC_19226,Cc1csc(C[S@](=O)CCCc2csc(C)n2)n1,0.4314738
ZINC_13370,C/C(=N\NC(=O)CSC1[NH+]=c2ccccc2=[NH+]1)c1ccccc1,0.4314738
ZINC_45538,CCc1ccc([C@H](C)NCC(=O)NC(C)C)cc1,0.43147373
ZINC_35650,Cc1ccncc1[C@](C)(N)c1cc(F)cc(F)c1,0.43147373
ZINC_35989,O=C1CCN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1,0.4314737
ZINC_2227,C[C@H](CO)CSCC(=O)N[C@@H](C)c1ccc(F)cc1,0.4314737
ZINC_37872,CS(=O)(=O)[N-]c1ccc(N[C@@H]2CC[NH2+]C2)cc1,0.4314737
ZINC_7041,Nc1c(Nc2ccc(Cl)cn2)nc[nH+]c1Nc1ccc(Cl)cn1,0.4314737
ZINC_38524,C=CCNC(=O)[C@H](C)[NH+](C)C1CCC([NH2+]C)CC1,0.43147364
ZINC_42836,C[C@@H]1C[C@]2(C)[C@@H](CC[C@H]3[C@@H]2CC[C@]2(C)[C@H](O)CC[C@@H]32)C/C1=N\N,0.4314736
ZINC_6076,CC[C@H](C#N)OC(=O)[C@H](C)c1ccc(Cl)c(Cl)c1,0.4314736
ZINC_25380,C[NH2+]C[C@@H](C)C(=O)Nc1ccc(F)cc1Br,0.4314736
ZINC_27106,Cc1ccc2c(C)nc(Nc3nc(C)cc(C)n3)nc2c1,0.4314736
ZINC_28790,Cc1c(Cl)nnc2c(C#N)c(-c3ccccc3)nn12,0.4314736
ZINC_34291,CCC(=O)[C@@H](C)c1ncnc(OC)c1[N+](=O)[O-],0.43147355
ZINC_2823,COC(=O)[C@H](Cl)c1ccc(Cl)c(F)c1,0.43147355
ZINC_45971,CCOC[C@@H](C)[NH2+]Cc1nncn1C1CC1,0.43147352
ZINC_14939,CC(C)OCC[NH+]1CCC[C@@H]1[C@@H]1CCCC1=O,0.43147352
ZINC_43423,C[C@H]([C@@H](C)S(C)(=O)=O)N(C)C(=O)C/C=C/c1ccc(F)cc1,0.43147352
ZINC_27387,C[C@H]1CCC[C@H](C)C1Nc1ncc(Br)cn1,0.43147352
ZINC_38437,CCCNC(=O)[C@H](C)Oc1c(F)cc(C(=O)[O-])cc1F,0.43147352
ZINC_18237,C[C@H](c1ccco1)N(C)C(=O)[C@H](C)c1cccs1,0.43147352
ZINC_28065,CCc1nn(C)cc1C[NH2+]C/C=C/c1ccccc1,0.43147352
ZINC_3206,CCNS(=O)(=O)c1ccc(Cl)c(N)c1,0.43147346
ZINC_42158,CC[NH2+]Cc1c(Cl)cccc1S[C@H](C)CCO,0.43147346
ZINC_28458,Cc1csc(CCNc2nc(Br)cs2)n1,0.43147343
ZINC_38430,CC[C@@H]1CC(=O)N(CC[C@H](C)CCS)C1,0.43147343
ZINC_40547,CSC[C@@H](C)NC(=O)N(C)C[C@H](C)c1ccccc1,0.43147343
ZINC_44080,O=S(=O)(OCC(F)(F)C(F)F)c1cc(F)ccc1F,0.43147343
ZINC_22984,CCN(CC[C@H](C)[NH2+]C)Cc1cccc(C)n1,0.43147343
ZINC_13100,Cn1cc(-c2ccccc2)c2ncnc(Cl)c21,0.43147343
ZINC_41736,C[NH2+][C@@H](c1cc2c(s1)CCCC2)c1cc(C)c(F)cc1F,0.43147343
ZINC_17194,CC(C)Oc1cccc([C@@](C)(O)c2cccc(Cl)c2)c1,0.43147343
ZINC_2334,CCS[C@H]1CC[C@@H](NC(=O)N(C)CCN(C)C2CC[NH+](C)CC2)C1,0.43147337
ZINC_14859,CCC(CO)(CO)Cc1ccc(F)cc1Cl,0.43147337
ZINC_37611,CC1(C)CN([C@H]2C=CCCC2)CC[S@]1=O,0.43147337
ZINC_4256,C[S@@](=O)c1c(Cl)cc(Cl)c(N)c1[N+](=O)[O-],0.43147337
ZINC_25950,C[C@H](Oc1ccccc1)C(=O)NC[C@@H](c1ccccc1)[NH+](C)C,0.43147337
ZINC_26636,Cc1ccc([C@H](OC[C@@H](O)Cn2nc(C)nc2C)c2ccccc2)cc1,0.43147337
ZINC_7158,[NH3+][C@H](Cc1cccc(F)c1F)c1cc(Cl)sc1Cl,0.43147334
ZINC_27621,CCC(=O)N[C@H]1CCC[C@H](S(C)(=O)=O)C1,0.43147334
ZINC_5531,[NH3+][C@@H](Cc1ccc(F)c(F)c1)c1ccc2c(c1)COC2,0.43147334
ZINC_29331,O=[N+]([O-])c1ccc(OCc2ccc(OCC(F)(F)F)cc2)cc1,0.43147334
ZINC_9358,Fc1ccc(C[NH2+]Cc2cc(Br)c3c(c2)OCO3)cc1,0.43147334
ZINC_22598,O=C(N/N=C/c1ccc(O)cc1)[C@@H]1Oc2ccccc2O[C@H]1c1ccccc1,0.43147334
ZINC_8275,CC[C@H]([NH2+]Cc1cn(-c2ccccc2)nn1)c1cnn(C)c1,0.43147334
ZINC_23170,CC(C)(CO)NC(=O)[C@H]1CC[C@H]2CCCC[C@@H]2[NH2+]1,0.43147334
ZINC_14476,COC(=O)[C@@]1(C(C)C)O[C@]1(C)c1ccc(F)cc1,0.43147334
ZINC_17825,Cc1cccc(C(C)C)c1S(=O)(=O)NC(C)(C)C,0.43147334
ZINC_8423,CC(C)CSCC(=O)NC1CCOCC1,0.43147334
ZINC_8649,Nc1nnnn1/N=C\c1cccc(Oc2ccccc2)c1,0.43147328
ZINC_28034,Cc1cc(F)cc(N[C@@](C)(CO)c2nccs2)c1,0.43147328
ZINC_11928,CCC[NH2+][C@H]1[C@H](CN2C[C@@H](C)O[C@@H](C)C2)CCC1(C)C,0.43147328
ZINC_48079,NC(=O)[C@@H](CC(=O)N1CCCC1)[NH2+]C1CCCC1,0.43147328
ZINC_25535,CC(C)(C)[C@@H]1CCC(=O)[C@H](CCC(F)(F)F)C1,0.43147328
ZINC_17332,Cc1ccc([C@H](C)[NH2+]Cc2cccc3c2OCCO3)o1,0.43147328
ZINC_22067,Cc1ccc(S[C@@H]2CCCCNC2=O)cc1,0.43147326
ZINC_25163,C[NH+]1CCC(NC(=O)N[C@@H]2C=C[C@H](C(=O)[O-])C2)CC1,0.43147326
ZINC_4760,CC(=O)Oc1ccc(C(=O)c2cccc(C)c2)cc1,0.43147326
ZINC_24443,CC(C)(C)c1nnnn1Cc1sccc1Br,0.43147326
ZINC_12724,CCCN(C)C(=O)[C@@H]1CC[C@@H]2CCCC[C@@H]2[NH2+]1,0.43147326
ZINC_9741,Cc1cc(-c2cncc(C(=O)[O-])c2)ccc1F,0.43147326
ZINC_23398,COc1ccc(NC(=S)Nc2ccc(C)c(C)c2)c(C)c1,0.43147326
ZINC_49714,O=C(Cc1cccc(F)c1F)N=c1[nH]c2ccccc2[nH]1,0.4314732
ZINC_416,CCc1noc(C)c1C[NH+](C[C@@H]1CCCCO1)C(C)C,0.4314732
ZINC_32328,C[NH+](C)[C@@H](CNC(=O)NNc1ccc(F)cc1)c1ccc(F)cc1,0.4314732
ZINC_12316,Cc1c(N)cccc1SCC(=O)OC(C)(C)C,0.4314732
ZINC_7830,O=C(C[NH+]1CCCCC1)N/N=C\c1cccc2c1OCCO2,0.43147317
ZINC_29183,CCc1ccc([C@H](C)NC(=S)Nc2ccc(C)cc2)cc1,0.43147317
ZINC_15359,CC(C)C[C@H](C[NH3+])CN1CCC(C(F)(F)F)CC1,0.43147317
ZINC_47294,Cc1ccccc1NC(=O)c1c(F)c(F)cc(F)c1F,0.43147317
ZINC_27074,C[C@H](CNC[C@@H]1CCCO1)[NH+](C)C1CCC(C)(C)CC1,0.43147317
ZINC_35217,Cc1cc(CN2C[C@@H](C)S[C@H](C)C2)no1,0.43147317
ZINC_44977,Cc1cc(C)cc(OC[C@@H](O)C[NH+]2CC[S@@](=O)C(C)(C)C2)c1,0.43147317
ZINC_2269,O=C1CC(=O)N(Cc2ccsc2)C1,0.43147317
ZINC_48839,Cc1cc(C)n(C(=O)CC[NH+]2CCCCC2)n1,0.43147317
ZINC_36112,CC[C@H]1CCC[C@@H](C(=O)C(C)(C)[NH+]2CCCCC2)C1,0.43147317
ZINC_436,CCN[C@H](c1cccnc1)C1([NH+]2CCCCC2)CCCC1,0.4314731
ZINC_11825,CC/C=C(/C)C(=O)N[C@H](C)c1cccs1,0.4314731
ZINC_10149,Cc1noc(CN2CCOC[C@@H]2C2CC2)n1,0.4314731
ZINC_40955,CC[C@H]1CCC[C@H]([C@H](O)C(C)(C)[NH+](C)C)C1,0.4314731
ZINC_28831,Cc1noc([C@H](C)OC(=O)/C=C/c2csc(C)n2)n1,0.4314731
ZINC_25337,CCN1C(C(=O)c2ccccc2)=C(N(C)C)c2ccccc2S1(=O)=O,0.43147308
ZINC_35371,[NH3+][C@@H](CCC1CCCC1)c1ccc(Br)o1,0.43147308
ZINC_43025,CC[C@H](C)NC(=O)c1ccccc1C,0.43147308
ZINC_38511,CN(CC(C)(C)C[NH3+])C(=O)c1cc([N+](=O)[O-])cn1C,0.43147308
ZINC_22220,CC[C@H](NCCS(=O)(=O)C(C)(C)C)c1ccccc1Br,0.43147308
ZINC_40358,Clc1ccccc1/C=C\c1nc2ccccc2s1,0.43147308
ZINC_5067,CC[C@H]1CO[C@H](C)CN1CC[C@@H]1CCC[C@@H]1[NH2+]C,0.43147308
ZINC_38201,CC(C)CN(CC(F)(F)F)C(=O)CN1C(=O)CC(C)CC1=O,0.43147308
ZINC_21490,CC(=O)Nc1ccccc1[C@@H]([NH3+])CO,0.43147308
ZINC_45651,O=C1ON=C(c2ccccc2)/C1=C/c1ccccc1F,0.43147308
ZINC_38879,O=C(c1ccc(Cl)c(Cl)c1)N1CCCCC1,0.43147302
ZINC_37212,CCCc1nc(C[S@](=O)Cc2cc3c(cc2Br)OCCO3)no1,0.43147302
ZINC_6480,C[C@@H]1CC(C(=O)N2CCS[C@H]3COCC[C@@H]32)C[C@@H](C)O1,0.43147302
ZINC_19976,C[C@]12CC[C@@H]3[C@@H](CCC4=CCCC[C@H]43)[C@@H]1CCC2=O,0.43147302
ZINC_13541,CCC(CC)c1nnc(NC(=O)[C@@H](C)NC(N)=O)s1,0.431473
ZINC_37809,C[NH2+]Cc1cccc(OCc2ccc(Cl)cc2Cl)c1,0.431473
ZINC_35602,Cc1c(/C=N\NC(=O)c2ccccc2O)c2ccccc2n1C,0.431473
ZINC_26001,CON(C)C(=O)c1ccc2nccnc2c1,0.43147293
ZINC_42048,CC(C)NC(=O)C[C@@H](C[NH3+])N(C)Cc1ccoc1,0.43147293
ZINC_16038,OCCCNc1ccc(Br)cn1,0.43147293
ZINC_329,COCCN1[C@H](C)CN(C(=O)C[NH+](C)C2CC2)C[C@@H]1C,0.4314729
ZINC_33741,CC[C@H]1CC[C@@H]([NH2+]Cc2ccc(OC)cc2)C1,0.4314729
ZINC_12187,C[C@@H](Cc1ccc(C(F)(F)F)cc1)NCc1ccc([S@@](C)=O)cc1,0.4314729
ZINC_30450,CC[C@H]1CCCC[C@H]1OC(=O)C1C[C@@H](C)O[C@@H](C)C1,0.4314729
ZINC_7714,C/C=C(\C=C\C(=O)N[C@@H](COC)C(N)=O)CC,0.4314729
ZINC_22962,CC[C@@H](C)CN(C)c1ccccc1C[NH2+]C1CC1,0.4314729
ZINC_17276,C[C@H](NC(=O)C1C(C)(C)C1(C)C)c1ccc(Br)cc1,0.4314729
ZINC_46756,CCn1ncc(CNCc2ccccc2C(F)(F)F)c1C,0.4314729
ZINC_34577,C[C@@H]1C=C2c3ccccc3[C@H](C)C[C@@H]2c2c1c(=O)c2=O,0.43147284
ZINC_42725,CN(C)C(=O)N1CCN(CC#N)CC1,0.43147284
ZINC_25850,CC[NH2+][C@@H](Cc1cccc(O)c1)c1ccncc1,0.43147284
ZINC_44196,Cc1cc(C)c(NC(=O)C2(C)CCCC2)c(C(=O)[O-])c1,0.43147284
ZINC_5774,CNC(=S)n1nc(C)c2c1C[C@@H]1[C@H]2C1(C)C,0.4314728
ZINC_21086,Cc1[nH+]ccn1CC(=O)N/N=C\c1cc(Br)cs1,0.4314728
ZINC_44580,CC(C)[C@@H](CO)[NH2+][C@@H](C)c1ccc(OC(F)(F)F)cc1,0.4314728
ZINC_565,CC(C)C[C@@H](C[NH3+])c1nc(C2CCOCC2)no1,0.4314728
ZINC_23257,CCc1noc(CN(C)C(=O)N[C@@H](C)CC(=O)NC(C)C)n1,0.4314728
ZINC_8184,C[NH2+]C[C@H]1CCCCN1S(=O)(=O)N(C)CCS(C)(=O)=O,0.4314728
ZINC_178,Cc1ccc(Cn2ncc3c(N)ncnc32)cc1,0.43147272
ZINC_24342,CCCN(CC)S(=O)(=O)c1ccc(C(=O)[O-])o1,0.43147272
ZINC_35634,C[C@@]1(Cc2ccccc2)CC[NH2+]C[C@H]1Cc1ccccc1,0.43147272
ZINC_23407,CC1(C)CCN(c2nccnc2C#N)C1,0.43147272
ZINC_23898,CS(=O)(=O)[C@@H]1CCC[C@H](C(=O)C(F)(F)F)C1,0.43147272
ZINC_8151,C[C@@H]1CN(C(=O)C[NH+]2CCC(CC(=O)[O-])CC2)C[C@@H](C)O1,0.43147272
ZINC_40847,CN(CC(C)(C)O)S(=O)(=O)c1sccc1Br,0.43147272
ZINC_21645,C[C@@H](c1ccccn1)[C@@H](Cl)c1ccccc1OC(F)F,0.43147272
ZINC_35483,CCCc1nc(C(=O)NOC)n[nH]1,0.43147272
ZINC_32669,CSC1=NSC2=NC(=O)/C(=C\c3ccco3)C(=N)N12,0.43147272
ZINC_15643,Cc1nnc(SCc2cc(Cl)nc(Cl)c2)n1N,0.43147272
ZINC_46428,C/C(=C\CC[NH2+]C1CC1)Cc1ccc(Br)cc1,0.43147272
ZINC_28512,O=C([O-])/C(=C/c1ccccc1Cl)NC(=O)c1ccccc1,0.43147272
ZINC_2947,CCc1c(CBr)cnn1-c1ccc(OC)cc1,0.43147272
ZINC_7764,CCC[C@]12CN3CC[NH+](C[C@H](C3)[C@H]1O)C2,0.43147272
ZINC_2299,Cc1ccc(SC/C([O-])=N/S(=O)(=O)c2ccccc2C)cc1,0.43147266
ZINC_9194,CN(C)c1ccc(/C=C(/NC(=O)c2ccccc2)C(N)=O)cc1,0.43147266
ZINC_5507,Cc1c(N)nnn1-c1ccccc1[N+](=O)[O-],0.43147266
ZINC_16080,C[C@@H]1CC[C@@H]([NH+]2CCN(C[C@@H]3CCOC3)CC2)C1,0.43147266
ZINC_6689,CC[C@@H](C)NC(=O)[C@@H](C)NC(=O)C#Cc1ccccc1,0.43147266
ZINC_506,COC(=O)[C@@]1(NC2CCCC2)CCCS[C@H]1C,0.43147263
ZINC_14143,CC[NH2+][C@H](CC1CC1)c1cc(F)c(C)cc1F,0.43147263
ZINC_24464,O=C1NC(=S)NC(=O)C1=CNc1ccccc1C(F)(F)F,0.43147263
ZINC_19047,N#Cc1nccnc1Oc1ccc(Cl)cc1Cl,0.43147263
ZINC_22080,N#CCC[NH+]1CCC([C@@H](O)c2ccc(Cl)cc2)CC1,0.43147263
ZINC_37703,O=C1CCCCC(=O)c2ccccc2N1,0.43147263
ZINC_41894,CC[C@@H](CS)CN1CC[NH+]2CCCC[C@@H]2C1,0.43147257
ZINC_31797,[NH3+]Cc1ccc(S(=O)(=O)N2CCCC2)s1,0.43147257
ZINC_24887,CC(C)(C)Nc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],0.43147257
ZINC_19765,CC[NH2+]Cc1cn(C)nc1-c1cc(F)c(C)cc1F,0.43147257
ZINC_30187,CC[NH+]1CCCC[C@@H]1CNC(=O)CSCC(F)(F)F,0.43147257
ZINC_16111,Cc1csc(C[NH+]2CCC[C@@H]2CC(C)(C)C)n1,0.43147257
ZINC_32504,Cc1cccc(C(=O)/C=C/c2ccc(F)cc2)c1,0.43147254
ZINC_19245,CCn1nc(C)c(C[NH+](C)C[C@@H]2CCOC2)c1C,0.43147254
ZINC_3827,CC[C@@H](c1ccccc1)[S@@](=O)Cc1ccc(C(F)(F)F)cc1,0.43147254
ZINC_26030,O=S(=O)(c1ccccc1)C1[C@@H]2CCC[C@H]1C2Cl,0.43147254
ZINC_11751,CO[C@@]1(C)C[C@@H]([NH2+]CCCOC2CCOCC2)C1(C)C,0.43147254
ZINC_5144,C[NH2+][C@@H]1[C@@H](CN2Cc3ccccc3C2)C(C)(C)OC1(C)C,0.43147254
ZINC_43263,C[C@H]([NH2+][C@H](C)c1cccc([N-]S(C)(=O)=O)c1)c1ccc(F)cn1,0.4314725
ZINC_3385,CCC[NH2+][C@@H]1CC[C@@H](C)C[C@@H]1C[NH+]1CCC(CC)(CC)C1,0.4314725
ZINC_27237,CC[C@H]([NH2+][C@@H](C)c1ccccc1N(C)C)c1c(C)noc1C,0.4314725
ZINC_32639,[NH3+]Cc1cccc(NC(=O)Cc2c(F)cccc2F)c1,0.4314725
ZINC_24052,CC[C@@](C)([C@H]([NH3+])CCC1CC1)N1CCOCC1,0.4314725
ZINC_18673,O=c1[nH]c(-c2ccc(F)cc2)nc2ccsc12,0.43147245
ZINC_40574,COc1ccc(C2=CC(=O)C[C@@H](c3ccc(OC)cc3)C2)cc1,0.43147245
ZINC_6426,Fc1ccccc1[C@@H]1CN(c2cccc[nH+]2)CCO1,0.43147245
ZINC_41476,CCc1ccsc1-c1nnc([C@@H](Br)CC)o1,0.43147245
ZINC_11224,C#CCOC(=O)CCNC(=O)NC12CC3CC(CC(C3)C1)C2,0.43147245
ZINC_12688,CC[C@@]1(C(=O)N(CC(C)C)C2CCCC2)CC[NH2+]C1,0.43147245
ZINC_49649,C[NH2+][C@@H]1CCC[C@@H](Sc2cccc(F)c2)C1,0.43147245
ZINC_7845,Fc1ccc(SCc2ccc(Cl)nc2)cc1F,0.43147245
ZINC_38082,Cc1ncc([C@@H](C)[NH2+][C@@H](CO)c2cc(F)c(F)c(F)c2)c(C)n1,0.43147242
ZINC_1828,CC[NH2+][C@@H](Cc1ccc2c(c1)CCC2)[C@H]1CSCCS1,0.43147242
ZINC_24909,Cc1ccc(C[NH+](C)[C@@H](C)c2sc(C)nc2C)o1,0.43147242
ZINC_24499,CCOC(=O)c1ccc(-c2cc(F)cc(C(=O)[O-])c2)cc1,0.43147236
ZINC_27353,CC1(C)CCC(C#N)([C@@H](O)c2cn3ccccc3n2)CC1,0.43147236
ZINC_34903,CC(C)[C@H]([NH3+])c1n[nH]c(-c2ccc(Br)o2)n1,0.43147236
ZINC_23325,C[C@H]1C[C@H](C)C[NH+](CCCCCn2cncn2)C1,0.43147236
ZINC_30535,C#CCN(CC#C)C(=O)CSCc1ccncc1,0.43147236
ZINC_20183,CC(C)C[C@H](CNC(=O)c1ccc(O)cc1O)C(=O)[O-],0.43147236
ZINC_6087,O/N=C1\CCCCc2c1[nH]c1ccccc21,0.43147236
ZINC_33873,CCC(=O)c1ccccc1NC(=O)c1ccc(F)cc1,0.43147236
ZINC_41690,[NH3+]CC1(N2CCc3sccc3C2)CCC1,0.43147236
ZINC_6376,CC[NH2+][C@H](C)c1nnc(Cc2cccc(F)c2F)o1,0.43147236
ZINC_40576,CC(CNS(=O)(=O)c1ccc(S(C)(=O)=O)cc1)(c1ccccc1)c1ccccc1,0.43147233
ZINC_26318,[NH3+]C[C@H](Cc1ccc(F)cc1)C[C@@H]1COc2ccccc21,0.43147233
ZINC_49530,C=CCNC(=O)[C@@H]1CCC[NH+](C)C1,0.43147233
ZINC_30340,CCC[C@H]1NC(=O)[C@H](CC)N(c2cc(C)cc(F)c2)C1=O,0.43147227
ZINC_49750,Oc1ccc(/C=N/NC2=N[C@H]3[NH+]=c4ccccc4=C3N=[NH+]2)cc1,0.43147227
ZINC_24705,CCC(CC)(C(=O)c1ccco1)[NH+]1CCCC1,0.43147227
ZINC_43289,CCc1nsc(Oc2cc(Cl)c(C=O)cc2Cl)n1,0.43147227
ZINC_2280,C[NH+](CC(=O)NC(C)(C)C)C1CCC2(CC1)OCCO2,0.43147227
ZINC_30723,CCc1ccc(N(C)[C@]2(C[NH3+])CCCS[C@@H]2C)cc1,0.43147227
ZINC_4654,CCCS(=O)(=O)c1ccc(SC[C@@H](C)CCl)cc1,0.43147227
