original_smiles,canonical_smiles,canonical_smiles_no_stereo,inchi_key,inchi_key_no_stereo,stereo_present,chiral_centers_count,parse_ok,parse_error,source_dataset,source_id,source_name
CNC(=O)CC1=CSC(=N1)NC(=O)CC2=CSC(=N2)NC3=CC=CC(=C3)Cl,CNC(=O)Cc1csc(NC(=O)Cc2csc(Nc3cccc(Cl)c3)n2)n1,CNC(=O)Cc1csc(NC(=O)Cc2csc(Nc3cccc(Cl)c3)n2)n1,MUIJBJSTFOWQKN-UHFFFAOYSA-N,MUIJBJSTFOWQKN-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1403,nan
C1=CN(C=C1)C2=NC(=CS2)CC(=O)NC3=NC(=CS3)CC(=O)N,NC(=O)Cc1csc(NC(=O)Cc2csc(-n3cccc3)n2)n1,NC(=O)Cc1csc(NC(=O)Cc2csc(-n3cccc3)n2)n1,SFEFSBFJNOOGHS-UHFFFAOYSA-N,SFEFSBFJNOOGHS-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1404,nan
C1=COC(=C1)C2=CSC(=N2)NC(=O)CC3=CSC(=N3)NC(=O)C4=CSC=C4,O=C(Cc1csc(NC(=O)c2ccsc2)n1)Nc1nc(-c2ccco2)cs1,O=C(Cc1csc(NC(=O)c2ccsc2)n1)Nc1nc(-c2ccco2)cs1,GFXZZSVWHBLJPZ-UHFFFAOYSA-N,GFXZZSVWHBLJPZ-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1405,nan
CC1=C(C(=O)N(C)C)SC(=N1)NC(=O)CC2=CSC(=N2)NC3=CC=C(C=N3)Cl,Cc1nc(NC(=O)Cc2csc(Nc3ccc(Cl)cn3)n2)sc1C(=O)N(C)C,Cc1nc(NC(=O)Cc2csc(Nc3ccc(Cl)cn3)n2)sc1C(=O)N(C)C,OEGXKFQHSOCNAW-UHFFFAOYSA-N,OEGXKFQHSOCNAW-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1406,nan
CC1=C(C(=O)N(C)C)SC(=N1)NC(=O)CC2=CSC(=N2)NC(=O)C3=CC=CO3,Cc1nc(NC(=O)Cc2csc(NC(=O)c3ccco3)n2)sc1C(=O)N(C)C,Cc1nc(NC(=O)Cc2csc(NC(=O)c3ccco3)n2)sc1C(=O)N(C)C,RCHFOGIQNQGGAE-UHFFFAOYSA-N,RCHFOGIQNQGGAE-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1407,nan
CC1=C(C(=O)N(C)C)SC(=N1)NC(=O)CC2=CSC(=N2)NC(=O)C3=CC=C4C(=C3)OCO4,Cc1nc(NC(=O)Cc2csc(NC(=O)c3ccc4c(c3)OCO4)n2)sc1C(=O)N(C)C,Cc1nc(NC(=O)Cc2csc(NC(=O)c3ccc4c(c3)OCO4)n2)sc1C(=O)N(C)C,SFOSNPFZBNRJSE-UHFFFAOYSA-N,SFOSNPFZBNRJSE-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1408,nan
CC1=NC(=NC(=C1)C)NC2=NC(=CS2)CC(=O)NC3=NC(=C(C(=O)N(C)C)S3)C,Cc1cc(C)nc(Nc2nc(CC(=O)Nc3nc(C)c(C(=O)N(C)C)s3)cs2)n1,Cc1cc(C)nc(Nc2nc(CC(=O)Nc3nc(C)c(C(=O)N(C)C)s3)cs2)n1,KMWKQIAJRBSDSU-UHFFFAOYSA-N,KMWKQIAJRBSDSU-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1409,nan
CC1=C(C(=O)N(C)C)SC(=N1)NC(=O)CC2=CSC(=N2)NC(=O)C3=CNC(=O)C=C3,Cc1nc(NC(=O)Cc2csc(NC(=O)c3ccc(=O)[nH]c3)n2)sc1C(=O)N(C)C,Cc1nc(NC(=O)Cc2csc(NC(=O)c3ccc(=O)[nH]c3)n2)sc1C(=O)N(C)C,RSLJSCNLABVIJV-UHFFFAOYSA-N,RSLJSCNLABVIJV-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1410,nan
C1CCC(C1)C(=O)NC2=NC(=CS2)CC(=O)NC3=NC(=CS3)C4=CN=CC=C4,O=C(Cc1csc(NC(=O)C2CCCC2)n1)Nc1nc(-c2cccnc2)cs1,O=C(Cc1csc(NC(=O)C2CCCC2)n1)Nc1nc(-c2cccnc2)cs1,ONTRPZWSMRLXRP-UHFFFAOYSA-N,ONTRPZWSMRLXRP-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1411,nan
C1=CC(=CN=C1)C2=CSC(=N2)NC(=O)CC3=CSC(=N3)NC4=NC=CC=N4,O=C(Cc1csc(Nc2ncccn2)n1)Nc1nc(-c2cccnc2)cs1,O=C(Cc1csc(Nc2ncccn2)n1)Nc1nc(-c2cccnc2)cs1,UPPJYTQIAHVDAO-UHFFFAOYSA-N,UPPJYTQIAHVDAO-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1412,nan
C1=CC(=CN=C1)C2=CSC(=N2)NC(=O)CC3=CSC(=N3)NC(=O)C4=NC=CN=C4,O=C(Cc1csc(NC(=O)c2cnccn2)n1)Nc1nc(-c2cccnc2)cs1,O=C(Cc1csc(NC(=O)c2cnccn2)n1)Nc1nc(-c2cccnc2)cs1,MVKRWDGKNAWLPU-UHFFFAOYSA-N,MVKRWDGKNAWLPU-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1413,nan
C1=CC(=CN=C1)C2=CSC(=N2)NC(=O)CC3=CSC(=N3)NC4=CC=C(C=N4)Cl,O=C(Cc1csc(Nc2ccc(Cl)cn2)n1)Nc1nc(-c2cccnc2)cs1,O=C(Cc1csc(Nc2ccc(Cl)cn2)n1)Nc1nc(-c2cccnc2)cs1,JKKYZTANQOBDLB-UHFFFAOYSA-N,JKKYZTANQOBDLB-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1414,nan
C1=COC(=C1)C2=CSC(=N2)NC(=O)CC3=CSC(=N3)NC(=O)C4CC4,O=C(Cc1csc(NC(=O)C2CC2)n1)Nc1nc(-c2ccco2)cs1,O=C(Cc1csc(NC(=O)C2CC2)n1)Nc1nc(-c2ccco2)cs1,ORNCLECDKXQOSN-UHFFFAOYSA-N,ORNCLECDKXQOSN-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1415,nan
C1=COC(=C1)C2=CSC(=N2)NC(=O)CC3=CSC(=N3)NC(=O)C4=NC=CN=C4,O=C(Cc1csc(NC(=O)c2cnccn2)n1)Nc1nc(-c2ccco2)cs1,O=C(Cc1csc(NC(=O)c2cnccn2)n1)Nc1nc(-c2ccco2)cs1,HDABDGLVQKJMPM-UHFFFAOYSA-N,HDABDGLVQKJMPM-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1416,nan
CC1=CN=C(NC(=O)CC2=CSC(=N2)NC3=CC=CC(=N3)NC(=O)OC(C)(C)C)S1,Cc1cnc(NC(=O)Cc2csc(Nc3cccc(NC(=O)OC(C)(C)C)n3)n2)s1,Cc1cnc(NC(=O)Cc2csc(Nc3cccc(NC(=O)OC(C)(C)C)n3)n2)s1,ALNNBOGPPFLKJK-UHFFFAOYSA-N,ALNNBOGPPFLKJK-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1417,nan
COC(=O)NC1=NC(=CS1)CC(=O)NC2=NC(=CS2)C3=CC=CO3,COC(=O)Nc1nc(CC(=O)Nc2nc(-c3ccco3)cs2)cs1,COC(=O)Nc1nc(CC(=O)Nc2nc(-c3ccco3)cs2)cs1,BLCYIIXGYOKZQQ-UHFFFAOYSA-N,BLCYIIXGYOKZQQ-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1418,nan
CC1=NC(=NC(=C1)C)NC2=NC(=CS2)CC(=O)NC3=NC(=CS3)C4=CC=CO4,Cc1cc(C)nc(Nc2nc(CC(=O)Nc3nc(-c4ccco4)cs3)cs2)n1,Cc1cc(C)nc(Nc2nc(CC(=O)Nc3nc(-c4ccco4)cs3)cs2)n1,QYWUEUSIFOLZAC-UHFFFAOYSA-N,QYWUEUSIFOLZAC-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1419,nan
CC1C=C(C)N=C(NC2SC=C(CC(NC3SC4CCCCC=4N=3)=O)N=2)N=1,Cc1cc(C)nc(Nc2nc(CC(=O)Nc3nc4c(s3)CCCC4)cs2)n1,Cc1cc(C)nc(Nc2nc(CC(=O)Nc3nc4c(s3)CCCC4)cs2)n1,GPXVCNHUQOAPHB-UHFFFAOYSA-N,GPXVCNHUQOAPHB-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1420,nan
C1CCC2=C(C1)N=C(NC(=O)CC3=CSC(=N3)NC(=O)C4=CNC(=O)C=C4)S2,O=C(Cc1csc(NC(=O)c2ccc(=O)[nH]c2)n1)Nc1nc2c(s1)CCCC2,O=C(Cc1csc(NC(=O)c2ccc(=O)[nH]c2)n1)Nc1nc2c(s1)CCCC2,WNYWVMZZBMPMSC-UHFFFAOYSA-N,WNYWVMZZBMPMSC-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1421,nan
C1CCC2=C(C1)N=C(NC(=O)CC3=CSC(=N3)N4C=CC=C4)S2,O=C(Cc1csc(-n2cccc2)n1)Nc1nc2c(s1)CCCC2,O=C(Cc1csc(-n2cccc2)n1)Nc1nc2c(s1)CCCC2,COSFLIRXUPJAGN-UHFFFAOYSA-N,COSFLIRXUPJAGN-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1422,nan
C1CCC2=C(C1)N=C(NC(=O)CC3=CSC(=N3)NC(=O)C4=CSC=C4)S2,O=C(Cc1csc(NC(=O)c2ccsc2)n1)Nc1nc2c(s1)CCCC2,O=C(Cc1csc(NC(=O)c2ccsc2)n1)Nc1nc2c(s1)CCCC2,KIVVVTOMCSDUAI-UHFFFAOYSA-N,KIVVVTOMCSDUAI-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1423,nan
COC1=CC(=CC(=C1)OC)C(=O)NC2=NC(=CS2)CC(=O)NC3=NC4=C(C=CC=C4)S3,COc1cc(OC)cc(C(=O)Nc2nc(CC(=O)Nc3nc4ccccc4s3)cs2)c1,COc1cc(OC)cc(C(=O)Nc2nc(CC(=O)Nc3nc4ccccc4s3)cs2)c1,DDOVTQYLXXNOBC-UHFFFAOYSA-N,DDOVTQYLXXNOBC-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1424,nan
COC1=CC=C(C=C1)S(=O)(=O)NC2=NC(=CS2)CC(=O)NC3=NC4=C(C=CC=C4)S3,COc1ccc(S(=O)(=O)Nc2nc(CC(=O)Nc3nc4ccccc4s3)cs2)cc1,COc1ccc(S(=O)(=O)Nc2nc(CC(=O)Nc3nc4ccccc4s3)cs2)cc1,PRZPMXDLYLEICU-UHFFFAOYSA-N,PRZPMXDLYLEICU-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1425,nan
CS(=O)(=O)C1=CC2=C(C=C1)N=C(NC(=O)CC3=CSC(=N3)NC4=NC=CC=N4)S2,CS(=O)(=O)c1ccc2nc(NC(=O)Cc3csc(Nc4ncccn4)n3)sc2c1,CS(=O)(=O)c1ccc2nc(NC(=O)Cc3csc(Nc4ncccn4)n3)sc2c1,IXZCKJHEZUKLMV-UHFFFAOYSA-N,IXZCKJHEZUKLMV-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1426,nan
C1=CC=C2C(=C1)NC(=N2)CNC(=O)CC3=CSC(=N3)NC4=CC=CC=N4,O=C(Cc1csc(Nc2ccccn2)n1)NCc1nc2ccccc2[nH]1,O=C(Cc1csc(Nc2ccccn2)n1)NCc1nc2ccccc2[nH]1,LGZNPORGMNLKSJ-UHFFFAOYSA-N,LGZNPORGMNLKSJ-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1427,nan
CCC1=C(C=CC=C1)NC(=O)CC2=CSC(=N2)NC3=CC=CC=N3,CCc1ccccc1NC(=O)Cc1csc(Nc2ccccn2)n1,CCc1ccccc1NC(=O)Cc1csc(Nc2ccccn2)n1,CSOGCNNXYMAZIQ-UHFFFAOYSA-N,CSOGCNNXYMAZIQ-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1428,nan
C1=CC=C(C(=C1)C(=O)N)NC(=O)CC2=CSC(=N2)NC3=CC=CC=N3,NC(=O)c1ccccc1NC(=O)Cc1csc(Nc2ccccn2)n1,NC(=O)c1ccccc1NC(=O)Cc1csc(Nc2ccccn2)n1,IOFFPPJYBLBCGR-UHFFFAOYSA-N,IOFFPPJYBLBCGR-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1429,nan
C1=CC=NC(=C1)NC2=NC(=CS2)CC(=O)NCC(=O)N,NC(=O)CNC(=O)Cc1csc(Nc2ccccn2)n1,NC(=O)CNC(=O)Cc1csc(Nc2ccccn2)n1,LNJMZTRTZHJTHB-UHFFFAOYSA-N,LNJMZTRTZHJTHB-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1430,nan
CC1=NC(=CC=C1)NC2=NC(=CS2)CC(=O)NC(C)C3=CC=CC=C3,Cc1cccc(Nc2nc(CC(=O)NC(C)c3ccccc3)cs2)n1,Cc1cccc(Nc2nc(CC(=O)NC(C)c3ccccc3)cs2)n1,AFLHQKFCAUAZBN-UHFFFAOYSA-N,AFLHQKFCAUAZBN-UHFFFAOYSA-N,False,1,True,,mgdb,MG-1431,nan
CC1=NC(=CC=C1)NC2=NC(=CS2)CC(=O)NC3=C(C=CC=C3)SC,CSc1ccccc1NC(=O)Cc1csc(Nc2cccc(C)n2)n1,CSc1ccccc1NC(=O)Cc1csc(Nc2cccc(C)n2)n1,OVXLWXBZGNEVJT-UHFFFAOYSA-N,OVXLWXBZGNEVJT-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1432,nan
CC1=NC(=CC=C1)NC2=NC(=CS2)CC(=O)N,Cc1cccc(Nc2nc(CC(N)=O)cs2)n1,Cc1cccc(Nc2nc(CC(N)=O)cs2)n1,CJGGFDIFZWMELB-UHFFFAOYSA-N,CJGGFDIFZWMELB-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1433,nan
CC1=NC(=CC=C1)NC2=NC(=CS2)CC(=O)N3CCN(CC3)C4=NC=CC=N4,Cc1cccc(Nc2nc(CC(=O)N3CCN(c4ncccn4)CC3)cs2)n1,Cc1cccc(Nc2nc(CC(=O)N3CCN(c4ncccn4)CC3)cs2)n1,HNVKYQJVNHQQOK-UHFFFAOYSA-N,HNVKYQJVNHQQOK-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1434,nan
CC1=CC=NC(=C1)NC2=NC(=CS2)CC(=O)NC3=NC4=C(CCCC4)S3,Cc1ccnc(Nc2nc(CC(=O)Nc3nc4c(s3)CCCC4)cs2)c1,Cc1ccnc(Nc2nc(CC(=O)Nc3nc4c(s3)CCCC4)cs2)c1,AOBRGNVKIGVAAC-UHFFFAOYSA-N,AOBRGNVKIGVAAC-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1435,nan
CC1=CC=NC(=C1)NC2=NC(=CS2)CC(=O)NC3=CC=CN=C3,Cc1ccnc(Nc2nc(CC(=O)Nc3cccnc3)cs2)c1,Cc1ccnc(Nc2nc(CC(=O)Nc3cccnc3)cs2)c1,DKOGUIPSHTZMNE-UHFFFAOYSA-N,DKOGUIPSHTZMNE-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1436,nan
CC1=CC=NC(=C1)NC2=NC(=CS2)CC(=O)NCCC3=CC=CS3,Cc1ccnc(Nc2nc(CC(=O)NCCc3cccs3)cs2)c1,Cc1ccnc(Nc2nc(CC(=O)NCCc3cccs3)cs2)c1,SOAIFXXJGNCQDZ-UHFFFAOYSA-N,SOAIFXXJGNCQDZ-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1437,nan
CC1C2N=C(SC=2C=CC=1)NC(CC1N=C(NC2N=CC(Cl)=CC=2)SC=1)=O,Cc1cccc2sc(NC(=O)Cc3csc(Nc4ccc(Cl)cn4)n3)nc12,Cc1cccc2sc(NC(=O)Cc3csc(Nc4ccc(Cl)cn4)n3)nc12,QHFLXBPYGIXKOM-UHFFFAOYSA-N,QHFLXBPYGIXKOM-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1438,nan
CNC(=O)CC1=CSC(=N1)NC(=O)C2=CSC(=N2)NC3=CC=CC=C3,CNC(=O)Cc1csc(NC(=O)c2csc(Nc3ccccc3)n2)n1,CNC(=O)Cc1csc(NC(=O)c2csc(Nc3ccccc3)n2)n1,BFQDHEXECCGTPD-UHFFFAOYSA-N,BFQDHEXECCGTPD-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1439,nan
CC1=CC=CC(=N1)NC2=NC(=CS2)C(=O)NC3=NC(=CS3)CC(=O)[NH],Cc1cccc(Nc2nc(C(=O)Nc3nc(CC([NH])=O)cs3)cs2)n1,Cc1cccc(Nc2nc(C(=O)Nc3nc(CC([NH])=O)cs3)cs2)n1,WOTGVUKYBVNUOW-UHFFFAOYSA-N,WOTGVUKYBVNUOW-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1440,nan
CC1C=C(NC2SC=C(CC(NC3SC(C)=CN=3)=O)N=2)N=CC=1,Cc1ccnc(Nc2nc(CC(=O)Nc3ncc(C)s3)cs2)c1,Cc1ccnc(Nc2nc(CC(=O)Nc3ncc(C)s3)cs2)c1,WTOXKKRFMKUMDX-UHFFFAOYSA-N,WTOXKKRFMKUMDX-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1441,nan
CC1C=CC=NC=1NC1SC=C(CC(NC2SC(C)=CN=2)=O)N=1,Cc1cnc(NC(=O)Cc2csc(Nc3ncccc3C)n2)s1,Cc1cnc(NC(=O)Cc2csc(Nc3ncccc3C)n2)s1,QTKQHCVNWONNPE-UHFFFAOYSA-N,QTKQHCVNWONNPE-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1442,nan
CC1=CN=C(NC(=O)CC2=CSC(=N2)N)S1,Cc1cnc(NC(=O)Cc2csc(N)n2)s1,Cc1cnc(NC(=O)Cc2csc(N)n2)s1,DTBCZPRZASRIPY-UHFFFAOYSA-N,DTBCZPRZASRIPY-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1443,nan
CC1=CC=C(N=C1)NC2=NC(=CS2)CC(=O)NC3=NC=C(C)S3,Cc1ccc(Nc2nc(CC(=O)Nc3ncc(C)s3)cs2)nc1,Cc1ccc(Nc2nc(CC(=O)Nc3ncc(C)s3)cs2)nc1,QCZHSOGQHZCUSZ-UHFFFAOYSA-N,QCZHSOGQHZCUSZ-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1444,nan
CC1=NC(=CC=C1)NC2=NC(=CS2)CC(=O)NC3=NC(=CS3)C4=CC=CO4,Cc1cccc(Nc2nc(CC(=O)Nc3nc(-c4ccco4)cs3)cs2)n1,Cc1cccc(Nc2nc(CC(=O)Nc3nc(-c4ccco4)cs3)cs2)n1,VKFSMKZFUPIFKK-UHFFFAOYSA-N,VKFSMKZFUPIFKK-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1445,nan
CCOC1=CC=CC(=N1)NC2=NC(=CS2)CC(=O)NC3=NC=C(C)S3,CCOc1cccc(Nc2nc(CC(=O)Nc3ncc(C)s3)cs2)n1,CCOc1cccc(Nc2nc(CC(=O)Nc3ncc(C)s3)cs2)n1,HFZASFNWEOBBNY-UHFFFAOYSA-N,HFZASFNWEOBBNY-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1446,nan
CC1=CN=C(NC(=O)CC2=CSC(=N2)NC(=O)/C=C/C3=CC=CC=C3)S1,Cc1cnc(NC(=O)Cc2csc(NC(=O)/C=C/c3ccccc3)n2)s1,Cc1cnc(NC(=O)Cc2csc(NC(=O)C=Cc3ccccc3)n2)s1,JILXELBWNGPOJT-BQYQJAHWSA-N,JILXELBWNGPOJT-UHFFFAOYSA-N,True,0,True,,mgdb,MG-1447,nan
C1=COC(=C1)C2=CSC(=N2)NC(=O)CC3=CSC(=N3)N,Nc1nc(CC(=O)Nc2nc(-c3ccco3)cs2)cs1,Nc1nc(CC(=O)Nc2nc(-c3ccco3)cs2)cs1,CGQOACVDRKDGKA-UHFFFAOYSA-N,CGQOACVDRKDGKA-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1448,nan
CC1N=C(NC2SC=C(CC(NC3SC(C)=CN=3)=O)N=2)C=CC=1,Cc1cccc(Nc2nc(CC(=O)Nc3ncc(C)s3)cs2)n1,Cc1cccc(Nc2nc(CC(=O)Nc3ncc(C)s3)cs2)n1,QMRBCNQCRMTXBE-UHFFFAOYSA-N,QMRBCNQCRMTXBE-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1449,nan
CC1=CN=C(NC(=O)CC2=CSC(=N2)NC3=NC(=CC=C3)CO)S1,Cc1cnc(NC(=O)Cc2csc(Nc3cccc(CO)n3)n2)s1,Cc1cnc(NC(=O)Cc2csc(Nc3cccc(CO)n3)n2)s1,RCCDIUZAPKBQLV-UHFFFAOYSA-N,RCCDIUZAPKBQLV-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1450,nan
CC1=CN=C(NC(=O)C2CN(C2)C3=NC=NC(=C3)N4C=CC=N4)S1,Cc1cnc(NC(=O)C2CN(c3cc(-n4cccn4)ncn3)C2)s1,Cc1cnc(NC(=O)C2CN(c3cc(-n4cccn4)ncn3)C2)s1,ZVSBPSJFPGTGBC-UHFFFAOYSA-N,ZVSBPSJFPGTGBC-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1451,nan
CC1=CSC(=N1)NC(=O)C2CN(C2)C3=CC(=NC=N3)N4C=CN=C4,Cc1csc(NC(=O)C2CN(c3cc(-n4ccnc4)ncn3)C2)n1,Cc1csc(NC(=O)C2CN(c3cc(-n4ccnc4)ncn3)C2)n1,PXQBFKZCCNWAAX-UHFFFAOYSA-N,PXQBFKZCCNWAAX-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1452,nan
CC1C=C2SC(NC(C3CN(C4N=CN=C(N5N=CC=C5)C=4)C3)=O)=NC2=CC=1,Cc1ccc2nc(NC(=O)C3CN(c4cc(-n5cccn5)ncn4)C3)sc2c1,Cc1ccc2nc(NC(=O)C3CN(c4cc(-n5cccn5)ncn4)C3)sc2c1,OPWJYBMOPAUKHL-UHFFFAOYSA-N,OPWJYBMOPAUKHL-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1453,nan
C1CCC2=C(C1)N=C(NC(=O)C3CN(C3)C4=CC(=NC=N4)N5C=CC=N5)S2,O=C(Nc1nc2c(s1)CCCC2)C1CN(c2cc(-n3cccn3)ncn2)C1,O=C(Nc1nc2c(s1)CCCC2)C1CN(c2cc(-n3cccn3)ncn2)C1,OLJREKOWIRXEAX-UHFFFAOYSA-N,OLJREKOWIRXEAX-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1454,nan
CC1=CN=C(NC(=O)C2CCN(C2)C3=NC=NC(=C3)N4C=CN=C4)S1,Cc1cnc(NC(=O)C2CCN(c3cc(-n4ccnc4)ncn3)C2)s1,Cc1cnc(NC(=O)C2CCN(c3cc(-n4ccnc4)ncn3)C2)s1,QNCRKRVVMULPFX-UHFFFAOYSA-N,QNCRKRVVMULPFX-UHFFFAOYSA-N,False,1,True,,mgdb,MG-1455,nan
CC1=CN=C(NC(=O)C2CCN(C2)C3=NC=NC(=C3)N4C=CC=N4)S1,Cc1cnc(NC(=O)C2CCN(c3cc(-n4cccn4)ncn3)C2)s1,Cc1cnc(NC(=O)C2CCN(c3cc(-n4cccn4)ncn3)C2)s1,ILVKFXJXFRHLFY-UHFFFAOYSA-N,ILVKFXJXFRHLFY-UHFFFAOYSA-N,False,1,True,,mgdb,MG-1456,nan
CC1=CN=C(NC(=O)[C@@H]2CCN2C3=NC=NC(=C3)N4C=CC=N4)S1,Cc1cnc(NC(=O)C2CCN2c2cc(-n3cccn3)ncn2)s1,Cc1cnc(NC(=O)C2CCN2c2cc(-n3cccn3)ncn2)s1,UTTIFARMZYGWEZ-UHFFFAOYSA-N,UTTIFARMZYGWEZ-UHFFFAOYSA-N,False,1,True,,mgdb,MG-1457,nan
CC1=CN=C(NC(=O)[C@H]2CCCCN2C3=NC=NC(=C3)N4C=CC=N4)S1,Cc1cnc(NC(=O)C2CCCCN2c2cc(-n3cccn3)ncn2)s1,Cc1cnc(NC(=O)C2CCCCN2c2cc(-n3cccn3)ncn2)s1,AALZVJNJHYMETG-UHFFFAOYSA-N,AALZVJNJHYMETG-UHFFFAOYSA-N,False,1,True,,mgdb,MG-1458,nan
CC1=CN=C(NC(=O)CN(C)C2=NC=NC(=C2)N3C=CC=N3)S1,Cc1cnc(NC(=O)CN(C)c2cc(-n3cccn3)ncn2)s1,Cc1cnc(NC(=O)CN(C)c2cc(-n3cccn3)ncn2)s1,OYIJBKVBNWJNSR-UHFFFAOYSA-N,OYIJBKVBNWJNSR-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1459,nan
C1=CN(C2=NC=NC(=C2)N3CC(C3)C(=O)NC4=NC=C([N+](=O)[O-])S4)N=C1,O=C(Nc1ncc([N+](=O)[O-])s1)C1CN(c2cc(-n3cccn3)ncn2)C1,O=C(Nc1ncc([N+](=O)[O-])s1)C1CN(c2cc(-n3cccn3)ncn2)C1,ZYQMBWPQVJCQCT-UHFFFAOYSA-N,ZYQMBWPQVJCQCT-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1460,nan
CCOC(=O)C1=CN=C(NC(=O)C2CN(C2)C3=CC(=NC=N3)N4C=CC=N4)S1,CCOC(=O)c1cnc(NC(=O)C2CN(c3cc(-n4cccn4)ncn3)C2)s1,CCOC(=O)c1cnc(NC(=O)C2CN(c3cc(-n4cccn4)ncn3)C2)s1,PKHIODAAMQMSAM-UHFFFAOYSA-N,PKHIODAAMQMSAM-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1461,nan
COC(C1SC(NC(C2CN(C3N=CN=C(N4N=CC=C4)C=3)C2)=O)=NC=1)=O,COC(=O)c1cnc(NC(=O)C2CN(c3cc(-n4cccn4)ncn3)C2)s1,COC(=O)c1cnc(NC(=O)C2CN(c3cc(-n4cccn4)ncn3)C2)s1,ONQQVIFFXCTUDI-UHFFFAOYSA-N,ONQQVIFFXCTUDI-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1462,nan
CCC1=CN=C(NC(=O)C2CN(C2)C3=CC(=NC=N3)N4C=CC=N4)S1,CCc1cnc(NC(=O)C2CN(c3cc(-n4cccn4)ncn3)C2)s1,CCc1cnc(NC(=O)C2CN(c3cc(-n4cccn4)ncn3)C2)s1,BYTXRPUPZUEVPQ-UHFFFAOYSA-N,BYTXRPUPZUEVPQ-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1463,nan
CC1=NNC(=C1)NC(=O)C2CN(C2)C3=CC(=NC=N3)N4C=CC=N4,Cc1cc(NC(=O)C2CN(c3cc(-n4cccn4)ncn3)C2)[nH]n1,Cc1cc(NC(=O)C2CN(c3cc(-n4cccn4)ncn3)C2)[nH]n1,DLAJQJFFGFNJKN-UHFFFAOYSA-N,DLAJQJFFGFNJKN-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1464,nan
C1C=NN(C2C=C(N3CC(C(NC4SC(F)=CN=4)=O)C3)N=CN=2)C=1,O=C(Nc1ncc(F)s1)C1CN(c2cc(-n3cccn3)ncn2)C1,O=C(Nc1ncc(F)s1)C1CN(c2cc(-n3cccn3)ncn2)C1,UYJKELNGSKIVTQ-UHFFFAOYSA-N,UYJKELNGSKIVTQ-UHFFFAOYSA-N,False,0,True,,mgdb,MG-1465,nan
