idx,smiles,score
14200,"CCOC(=O)C[NH2+]CCC(C)(C)O
",0.44070935
21120,"CC(C)C[C@H](O)c1ccc(C(F)(F)F)cc1
",0.44070935
10168,"CC(C)CC(=O)N(C)c1ccc(C(C)(C)C)cc1
",0.44070935
23249,"CCC[C@H](O)CCc1nonc1C
",0.4407093
23078,"CCC[C@H](CN1C(=O)[C@@H](C)[C@@H](C)C1=O)[NH2+]C
",0.4407093
35114,"C[NH+](CCCC(C)(C)C[NH3+])C1CCC(C)(C)CC1
",0.44070926
39698,"CC(C)c1nc([C@H](C)[NH2+][C@H](C)c2nccs2)cs1
",0.44070926
28144,"C=CC[NH+](CC(=O)[O-])[C@@H]1CCCC[C@@H]1C
",0.44070926
10922,"C1CCC(N[C@@H]2CC[NH+](C3CC3)C2)=[NH+]C1
",0.4407092
18618,"Cc1nc(-c2ccccc2)ccc1[C@H](C)O
",0.4407092
35552,"CC(C)c1noc([C@@H](C)[NH+]2C[C@H]3CC=CC[C@H]3C2)n1
",0.4407092
18148,"C[NH2+][C@H](CSC[C@@H](O)CO)C12CC3CC(CC(C3)C1)C2
",0.44070917
17471,"COC(OC)c1cncc(I)c1
",0.44070917
25868,"CC(C)(C[NH3+])NC(=O)NC1CCCC1
",0.44070917
38209,"C[C@H](O)[C@H](NC(=O)COCC[NH3+])C(=O)[O-]
",0.44070905
7094,"C[NH2+]C[C@H](CCOC)c1ccc(C)cc1
",0.44070897
3636,"CC(C)[C@H]([NH2+][C@H]1CCCS[C@H]1C)C(=O)[O-]
",0.44070897
624,"Cc1ccsc1[C@H]1CC[C@H](O)[C@@H]1C
",0.44070897
28111,"Cc1ccc(S/C=C/C(F)(F)F)cc1
",0.44070894
17614,"CCC(CC)(CS)COc1c(C)nn(C)c1C
",0.44070894
32642,"CC(C)[C@H](O)CNS(=O)(=O)CC1CCC1
",0.44070888
21463,"CN1CCN(C[C@H](CS)C(C)(C)C)C(=O)C1=O
",0.44070888
30121,"CC1(C)CCC[C@@](C[NH3+])(CC2CCCCC2)[C@@H]1O
",0.4407088
36518,"CN(CC[NH+]1CCCC1)CC(=O)N(C)CC1CCCCC1
",0.4407088
7048,"CC(=O)c1ccccc1O/C(C)=N/O
",0.44070876
36579,"C[C@H]1C[NH+]([C@]2(C[NH3+])CCCSC2)C[C@@H]1C
",0.4407087
15271,"CCN(CC)S(=O)(=O)Cc1ccccc1C
",0.4407087
18115,"CC(C)[C@H](Sc1ccncc1)C(=O)[O-]
",0.4407087
8832,"Cc1cc([C@](C)(O)c2cc(F)cc(F)c2)cs1
",0.4407087
2484,"Brc1ccc(OC2CC[NH2+]CC2)nc1
",0.4407086
3777,"CC(C)(C)OC(=O)[C@@H]1CC[C@@H]2CCCC[C@@H]2[NH2+]1
",0.4407086
11235,"CN1CCC([NH+](C)CCC(=O)[O-])CC1
",0.4407086
5345,"CCC[C@H](C)COc1c(F)cc(C[NH2+]C)cc1F
",0.44070855
30836,"CC(C)[NH2+]CCS(=O)(=O)N1C[C@@H](C)[C@@H](C)C1
",0.44070855
33631,"[NH3+]CC1(CCSc2ccccc2)CCCC1
",0.44070852
25275,"Cc1cc(C)cc(C[NH+](C)C2CCC([NH3+])CC2)c1
",0.44070852
20220,"CC(C)(C)[NH2+]CC(=O)N[C@@H]1CCS(=O)(=O)C1
",0.44070843
36232,"C[C@@H](C1CC1)[NH+]1CCC(OCCC[NH3+])CC1
",0.44070843
337,"Cc1nnsc1-c1nnc2sc(C(F)(F)F)nn12
",0.44070843
22528,"CO[C@H]1[C@@H](C)[C@@H](COS(=O)(=O)[O-])O[C@@H](OC)[C@H]1OC
",0.44070843
11798,"C[C@H]1C[C@H]2CCCC[C@@H]2[NH+]1CCCCCO
",0.44070834
13985,"Cc1ccnc(SCCCCCS)n1
",0.44070834
2108,"CC(C)C12CN3CCN(CC(C3)/C1=N\N=C1/C3CN4CCN(C3)CC1(C(C)C)C4)C2
",0.44070834
39315,"CC[C@H](C)S[P@@](C)(=S)N(C=O)CC(C)C
",0.44070828
37099,"C[C@H](CC(N)=O)[NH2+][C@H](CO)CC(C)(C)C
",0.44070822
2559,"COC[C@H](C)[C@H](CC(C)C)C(=O)[O-]
",0.44070822
12506,"CC1CCN(C(=O)CC#N)CC1
",0.44070822
10061,"COC(=O)[C@H]1C=c2ccc(C)cc2=[NH+]1
",0.44070822
24801,"ClC(/C=N\n1cnnc1)=C/c1ccccc1
",0.44070822
9360,"CC[C@H](C)[C@@]1([NH3+])CCC[C@H](C)[C@@H]1C
",0.44070813
38819,"C[C@@H](Nc1ccccc1)N1C(=O)CCC1=O
",0.44070813
6878,"CCCN(C(=O)CCl)[C@@H]1CCS(=O)(=O)C1
",0.44070813
21698,"CCCCC(=O)c1cc(C)c(C)cc1C
",0.4407081
8238,"O=C(NNc1ncccn1)c1ccccc1O
",0.4407081
24263,"C/C=C/COc1ccccc1S(N)(=O)=O
",0.4407081
7824,"CC(C)([C@H](O)c1ccc2c(c1)OCCO2)[NH+]1CCCC1
",0.44070804
2895,"C[NH2+][C@@H]1CCC[C@@H]1Cc1ccccc1
",0.440708
32226,"O=C([O-])c1ccc2ncccc2n1
",0.440708
32756,"C[C@@H]1CCC[C@](C#N)([C@H](O)C(=O)[O-])C1
",0.440708
27205,"CC[C@@H](C)[NH+]1CCN([C@H]2CC[C@H]([NH2+]C)C2)CC1
",0.44070795
3046,"Brc1ccc(C[C@H]2CCC[NH2+]2)cc1
",0.44070795
23695,"Cc1n[nH]c(C)c1N[C@@H]1CCC[C@@H]([NH3+])C1
",0.44070792
20344,"CCCCNC(=O)[C@]1(C)CC[C@@](C)(C(=O)[O-])C1(C)C
",0.44070786
34828,"C[C@@H](C(=O)N(C)C)N(CC(=O)[O-])CC(F)(F)F
",0.44070786
17535,"Clc1ncccc1-c1ccccc1
",0.44070786
22932,"C[C@H]([NH+](CCC(=O)[O-])C(C)(C)C)C1(C)CC1
",0.44070786
18190,"Cc1ccc(OCCCSC(C)C)cc1
",0.44070777
8026,"CC1(C)/C(=C/CO)[C@H]2CC[C@@H]1C2
",0.44070777
25742,"C[NH2+][C@H]1CCCCC[C@H]1CN(C)CCS(C)(=O)=O
",0.44070777
6264,"CN(CC(=O)N(C)CCC[NH3+])C[C@H]1CCC[NH+]1C
",0.44070777
20265,"CC(C)[C@@H](C(=O)N1CCN(C(=O)C2CCC2)CC1)[NH+]1CCCCC1
",0.44070777
39815,"C[NH2+][C@@](C)(C(=O)OC)c1ccc(F)cc1
",0.44070777
34362,"FC(F)(F)c1cc(-c2ccc(Cl)nn2)cc(C(F)(F)F)c1
",0.4407077
13128,"CCCCSc1ccccc1C(=O)[O-]
",0.44070768
14044,"CCNC(=O)NC(=O)C[NH+]1C[C@@H](C)C[C@@H](C)C1
",0.44070768
14371,"C[C@H]([NH2+][C@H](C)c1cc(F)cc(F)c1)c1cc(F)ccc1F
",0.44070762
34989,"CC(=O)[C@H]1CCOC2(CCC2)C1
",0.4407076
12519,"C[C@H]1CN([C@@H]2CC[NH2+]C[C@H]2C)S(=O)(=O)C1
",0.4407076
14336,"C[NH+](C[C@H]1CCC[NH+]1CC(=O)[O-])C1CC1
",0.4407076
33119,"C[C@H]1[C@H]2C[C@H]([C@H](S(=O)(=O)[O-])C2=O)C1(C)C
",0.4407076
28380,"Cc1cc(C)c(NC(=O)C(=O)NC(C)C)c(C)c1
",0.44070753
30453,"CCCCc1[nH]ncc1C(=O)[O-]
",0.4407075
38108,"O=C(CCC1CCCCC1)N[C@@H]1CC[NH2+]C1
",0.4407075
4955,"CCCCCOC(=O)[C@H]1CC[NH2+][C@@H]1C
",0.44070742
16833,"CC(C)CC[C@H]([NH3+])Cc1cc(F)cc(Br)c1
",0.44070742
14182,"CC[NH2+]C/C(C)=C/c1ccc(F)cc1
",0.44070736
6695,"C[C@@H]([NH2+]C1(CO)CCCCC1)[C@@H](C)C(=O)[O-]
",0.4407073
11505,"C[NH+](C)CCC/N=C/C1C(=O)CC(C)(C)CC1=O
",0.4407073
21560,"CCCN(CC)c1cc[nH+]c(C(=O)[O-])c1
",0.4407073
39644,"CCCCOC(=O)[C@@](C)(N)C(F)(F)F
",0.44070727
32097,"CCCN1CC(=O)N(CC[C@@H](C)O)CC1=O
",0.4407072
23932,"CCS(=O)(=O)c1ccccc1S(=O)(=O)[C@@H](C)CCCl
",0.4407072
11727,"CC(C)(O)/C=C/C1=C[C@@H](O)[C@@](C)(O)C[C@@H]1O
",0.44070712
12231,"CC1(C)CCC(O)(CNC(=O)[C@H]2C=C[C@@H]([NH3+])C2)CC1
",0.44070712
32201,"C/C(C(=O)[O-])=C(\C)C(=O)N[C@H]1CCCC1(C)C
",0.4407071
22171,"C[C@@H]1CCC[C@@]1(C[NH3+])C(=O)[O-]
",0.4407071
9383,"Fc1ccc([C@@H](Br)Cc2ccncc2)c(F)c1F
",0.44070694
32827,"CC[NH+]1CCN([C@@H]2CC[C@H](O)C2)C[C@@H]1C
",0.44070694
38315,"CC1(C)CCSC[C@H]1[NH2+]CCC1CCCCC1
",0.44070694
13486,"CCOC(=O)Cc1cc(C)cc(C)c1
",0.44070694
9446,"CC(C)OCCC(CO)(CO)[C@@H]1CCS(=O)(=O)C1
",0.44070688
1071,"C[C@H]([NH3+])c1cc(F)c(Cl)cc1Cl
",0.44070685
11789,"CC[C@@](C)(C(=O)Cc1nccs1)[NH+](C)C
",0.44070685
27025,"[NH3+][C@@H]1C=C[C@@H](C(=O)NCCC(F)(F)F)C1
",0.44070676
25482,"C[C@@H](Cc1ccco1)C(=O)[O-]
",0.4407067
10249,"CCN(C)C(=O)NC1(C[NH3+])CCCCC1
",0.4407067
11430,"C[NH2+][C@H]1CC(C)(C)Oc2cc(F)ccc21
",0.44070667
15950,"CC(C)[C@@H]1CCC(=O)[C@H](C[C@@H](C)O)C1
",0.44070667
33218,"CC(=O)C(C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])=C(C)[O-]
",0.4407066
4457,"COc1cccc([C@@H](C#N)[C@H](C#N)c2ccccc2)c1OC
",0.44070652
29366,"C[NH2+][C@H](C)CSCc1cc(C)cc(C)c1
",0.44070652
13474,"c1cc(CSC2[NH+]=c3ccccc3=[NH+]2)nc(CSC2[NH+]=c3ccccc3=[NH+]2)c1
",0.44070646
11341,"C[C@H]1CC[C@@](C(=O)[O-])(C2CCCCC2)C1
",0.44070637
35778,"FC(F)(F)c1ccc2[nH]ncc2c1
",0.44070637
35931,"CCC(CC)Oc1ccc(C)cc1[C@H](C)O
",0.44070637
27791,"CC[C@@H]1CCC[C@@H]([C@H](O)C2([NH+](C)C)CCCC2)C1
",0.44070637
37697,"CC[C@H](C)N(C)[C@@H](C[NH3+])C1CCCCC1
",0.44070637
25610,"CC[C@H]1CN([C@@H]2CCC(C)(C)[C@@H]2[NH3+])CC[NH+]1C
",0.44070637
27529,"NC(=O)[S@](=O)C(c1ccccc1)c1ccccc1
",0.44070628
6563,"c1ncn(C[C@@H]2CCC[NH+]2CC2CCCC2)n1
",0.44070628
15272,"O=[N+]([O-])c1ccc2c(c1)c(Br)nn2[N+](=O)[O-]
",0.44070628
27242,"CCC[NH2+][C@@H](C(C)C)[C@H]1CCC[C@H](S(C)(=O)=O)C1
",0.44070628
19525,"CC(=O)C[C@H]1CCCCN1S(=O)(=O)C1CCS(=O)(=O)CC1
",0.44070628
3647,"Nc1ncnc(N(Cc2ccccc2)Cc2ccccc2)c1N
",0.44070628
7092,"[NH3+][C@H](CO)c1c(Cl)ccc(Cl)c1Cl
",0.44070625
31323,"CC[C@H](Cl)Cc1ccc2nccnc2n1
",0.44070625
79,"CC[S@@](=O)CCN1C(=O)NC(C)(C)C1=O
",0.4407062
32399,"CN(C)c1ccc(/C=C2\CCCCC2=O)cc1
",0.44070616
93,"COCCCC[NH2+][C@H]1CS[C@H](C)C1
",0.44070616
19933,"CC1(C)CO[C@@H]2CC[C@H](C(C)(C)C)C[C@@H]2[NH2+]1
",0.4407061
4643,"CC(C)(C)c1n[nH]cc1C[NH+]1CCCCC1
",0.4407061
10149,"CCCN1CC[C@H]([NH+](C)C)C[C@@H]1C
",0.4407061
7995,"CC[NH+]1CCC[C@@H]1CN(C)[C@@](C)(C[NH3+])COC
",0.4407061
981,"CN[C@H]1[C@@H](C[NH+](C)CC2CCCCC2)C(C)(C)OC1(C)C
",0.4407061
26969,"Cc1cccc(C(=O)[O-])c1O[C@H](C)[C@H](C)O
",0.44070604
39330,"C[C@@H](CO)NC(=O)C1(C)CCCC1
",0.44070604
6533,"C[C@@H]1CN(C(=O)N2CC(CC(=O)[O-])C2)C[C@H]1C
",0.440706
24713,"C[C@@H]1CCC[C@](C[NH3+])([C@]2(O)CCCC[C@@H]2C(C)(C)C)C1
",0.440706
20706,"CC(C)Cc1ccc([C@H](C)[NH2+]Cc2ccc([O-])c[nH+]2)cc1
",0.440706
7499,"CCN(C)C(=O)N[C@@H]1CCCC[C@@H]1OC
",0.44070596
1370,"C[C@H]1CC[C@H](C)[S+]1c1cc(O)ccc1O
",0.44070596
23755,"CC(C)(O)CNC(=O)[C@H]1C=C[C@@H]([NH3+])C1
",0.44070593
4794,"O=C(CCNC(=O)C12CC3CC(CC(C3)C1)C2)NC1CC1
",0.44070587
20951,"C[C@H]1[NH2+]CC[C@@H]1C(=O)N(C)CCO
",0.44070584
34762,"CC1=CC(N)=[NH+]CN1C(C)C
",0.44070584
15159,"O=C([O-])[C@@H](F)Sc1ccccc1O
",0.44070584
29051,"CC(C)(C(=O)[C@@H]1CCOC1)N1CCOCC1
",0.44070584
11054,"CS[C@H]1CCC[C@H]1NC(=O)N1CCC1
",0.44070584
32281,"O=C(NCC(C1CC1)C1CC1)NC[C@@H]1CCC[C@H]1O
",0.44070578
25094,"CC[C@H](C(C)=O)[C@@H]1CC[C@H](C)[C@H](C)C1
",0.44070575
15013,"C[C@@H]1CCC[C@@H](C)[NH+]1C[C@@H](O)COC1CCCC1
",0.44070575
15494,"CCC[NH+]1CCC[C@@H]([NH2+]CC2CCC(C(=O)[O-])CC2)CC1
",0.44070575
21406,"CCc1ccsc1C[NH2+]Cc1ccc(CC(C)C)cc1
",0.44070563
34691,"COCCCNC1=[NH+][C@@H](C)CS1
",0.44070563
18215,"C[NH2+][C@H](C=C(C)C)c1ccc(Br)cc1
",0.44070563
14045,"[NH3+][C@H]1CC[C@@H]([NH2+][C@@H]2C[C@H]2c2ccccc2)C1
",0.44070563
16988,"CCc1c(C)nc2nc(N)nn2c1[O-]
",0.4407056
39409,"[NH3+][C@@H]1CCN(c2ccncn2)C1
",0.44070554
12185,"CC[C@H](CS)C[NH+](CC)C1CCCCC1
",0.44070554
24964,"CC[NH2+][C@H](C)C(C)(C)CN1CC[NH+](C2CC2)CC1
",0.44070554
24866,"COC(=S)N(C)c1cc(Cl)cc(Cl)c1
",0.44070554
30821,"CC(CO)(CO)Cc1ccc(Cl)s1
",0.4407055
14729,"COCC1CC[NH+]([C@@H]2CCC[C@H](O)C2)CC1
",0.44070545
7755,"CCC[C@H]1CC[C@H](C[NH3+])[C@H]([NH+](C)C2CCCC2)C1
",0.44070545
30660,"CCc1c(N)nnn1CCCS(=O)(=O)CC
",0.44070545
35199,"CCc1ccc(C[C@@H]([NH3+])CC(C)C)nc1
",0.44070542
11042,"C[C@@H](C(=O)[O-])N1C(=O)CC2(CCCC2)C1=O
",0.44070542
27564,"CC(C)(C[NH+](CC1CCCCC1)C1CC1)S(C)(=O)=O
",0.44070536
29389,"CNS(=O)(=O)c1cc(C)c(C)cc1I
",0.44070533
28959,"Cc1ccccc1[C@@]1(C(C)(C)C)CCC[NH2+]1
",0.44070533
13889,"CCOc1cc(C[NH2+]C(C)C)cc(Br)c1OCC
",0.44070527
22279,"O=C1CCN(c2c(F)cc(F)cc2F)C(=O)C1
",0.4407052
23769,"CCC([NH3+])(CC)C(=O)N1CCC[C@]1(C)C(=O)[O-]
",0.4407052
24457,"CC[NH+](CCC#N)CC[C@H]1CCCC1=O
",0.44070518
24391,"C[C@H](Cl)C(=O)N(C)C1(C#N)CCCCC1
",0.44070518
21031,"CCOC(OCC)C(=O)c1cccc(C)c1C
",0.44070518
16685,"C[C@H]1CCC(=O)[C@H]([C@@H]2CCC[NH2+]2)C1
",0.44070518
3405,"CC1(C)C[C@H]2[C@@H](O)C3=C(C[C@](C)(O)[C@@H]2C1)C(=O)O[C@H]3O
",0.44070512
12573,"COC(=O)C[C@@H](C(=O)OC)c1ccc(O)cc1
",0.44070512
1672,"C[C@@H]1[C@@H](C(=O)[O-])CC[NH+]1C1CCC(C(F)(F)F)CC1
",0.4407051
37923,"CCCOC[C@H]([NH3+])C1(N(C)C)CCCCC1
",0.4407051
3987,"C[NH2+][C@@H]1CCC[C@@H]1[C@@H]1CCOC2(CCSCC2)C1
",0.4407051
1167,"CCC[C@@](O)(C=C(C)C)c1ccccc1
",0.4407051
5184,"CC(C)(C)[C@H]1CC[C@H](C[NH3+])[C@H]([NH+]2CCCC2)C1
",0.44070503
22256,"CCCC[C@@H]([NH2+]C)c1c(F)cccc1F
",0.44070503
26239,"NNc1cc(C(F)(F)F)c(Br)cc1Br
",0.44070503
12875,"CC(C)[C@@H](NC(=O)[C@@](C)(N)C(F)(F)F)C(=O)[O-]
",0.4407049
34313,"CC(C)CCC[NH2+][C@@H]1CCCS[C@H]1C
",0.44070485
27908,"C[NH2+][C@H](C)c1ccc(Oc2cc(C)cc(C)c2)cc1
",0.4407048
10407,"C[C@@H]1CCCCC[C@@H]1NC(=O)[C@@H]1CCC[NH2+][C@@H]1C
",0.4407048
9058,"C[C@H]1CN(C)C[C@H](C)N1C(=O)CCC(F)(F)F
",0.4407048
34837,"Cc1nc(C[NH2+]C[C@H](C)CCl)sc1C
",0.4407048
32782,"CCOC(=O)/C=C/C[NH+]1CCCC[C@H]1CC
",0.4407048
36539,"CCC(CC)(C(=O)c1cscc1Br)[NH+](C)C
",0.4407048
32378,"CSc1ccc([C@H](O)[C@@H](C)c2ccccn2)cc1
",0.44070476
22250,"SCCCOc1ccc(Cl)cc1Br
",0.4407047
31875,"[NH3+]CCc1ccc2nccnc2c1
",0.4407047
10488,"CCC[NH2+][C@@H](c1cc(C)c(F)cc1F)C(C)C
",0.44070467
38933,"CC(C)(O)C(=O)NN(c1ccccc1)c1ccccc1
",0.4407046
36661,"C[C@@H]([NH3+])c1cn(C)nc1C(F)(F)F
",0.44070458
32980,"C[C@H]([NH2+][C@H](C)c1cccc(F)c1)c1ccccc1
",0.44070458
17493,"O[C@@H]1C[NH+](C2Cc3ccccc3C2)Cc2ccccc21
",0.44070452
28437,"COC(=O)CSc1nnc(NN)s1
",0.44070452
12330,"CC[C@H](C)[C@H](NC(=O)CCl)C(=O)[O-]
",0.44070444
19481,"CC[NH2+]C1CCC([NH+](C)[C@@H]2CCC[C@H](OC)C2)CC1
",0.44070444
129,"Cc1cc2c(F)c(F)c(F)c(F)c2[nH]1
",0.44070444
38947,"C[C@@H]([NH2+]C1CCCC1)C(=O)OC(C)(C)C
",0.44070444
33929,"CN(CC(C)(C)O)c1ncc(Br)cn1
",0.44070435
15825,"CC(C)COC(=O)C1C[C@H](C)O[C@@H](C)C1
",0.44070435
18960,"COC(=O)Nc1ccc(I)cc1
",0.44070435
10704,"CCCNC(=O)N(CC[NH+](C)C)CC(C)C
",0.4407043
17775,"COc1cccc(/C=N/[N+](C)(C)C)c1O
",0.44070426
37138,"N#CCc1ccc2[nH]ccc2n1
",0.44070426
17094,"C[C@@H](CS(C)(=O)=O)[NH+](C)C[C@H]1CCC[C@@H](C)C1
",0.44070426
21575,"Fc1ccc(C[C@H](CBr)c2ccccc2F)cc1
",0.44070426
27415,"Cc1ccccc1C[n+]1ccccc1Br
",0.44070426
11234,"C[C@@H]1C[NH2+][C@H](c2cc(F)cc(F)c2)CS1
",0.44070426
8203,"[S-]c1nnc(-c2cc(Cl)cc(Cl)c2)o1
",0.4407042
16567,"C[C@H]1CC[C@H]([NH+](CCO)C2CCCCC2)C1
",0.4407042
25945,"COc1cc(Br)c(C=C(C#N)C#N)cc1OC
",0.44070417
17104,"[NH3+]C1(c2cccc(F)c2)[C@H]2CCC[C@H]21
",0.44070417
30283,"O=S1(=O)CC[C@H](S(=O)(=O)NC[C@@H]2CCCO2)C1
",0.44070417
17765,"Cc1ccc(N)cc1OCc1ccccc1
",0.44070417
39498,"CCNC(=S)Nc1cccc(C)c1C
",0.44070417
8900,"COCCSc1ccc([C@@H](C)[NH3+])cc1
",0.44070417
11348,"Cc1cc(C)cc(CS[C@H](CO)[C@@H](C)[NH3+])c1
",0.44070408
19155,"O=Cc1ccc(N2CCOCCOCCOCCOCC2)cc1
",0.44070408
21990,"C=CCS(=O)(=O)N1C[C@H]2C[NH2+]C[C@@H]2[C@@H]1CC
",0.44070408
14521,"Cc1noc(C)c1N(C)CCCS(C)(=O)=O
",0.44070408
6196,"OCCCCC[NH+]1CCN(c2ccccc2)CC1
",0.44070408
4686,"COc1cc(Br)ccc1C#N
",0.44070402
11902,"O=[S@](c1ncc(F)cn1)[C@@H]1CC[NH2+]C1
",0.44070402
19724,"C[C@H](O)[C@H](C)[NH2+]CC(=O)NC1CC1
",0.44070402
20325,"C[NH+](C)[C@@H]1CC[C@@H](NC(=O)CCC(=O)NC2CCCC2)C1
",0.440704
2926,"Cc1ccnn1C[C@@H](C)CS
",0.440704
31786,"C[NH2+][C@H](c1ccc(Cl)cn1)c1ccccc1Cl
",0.44070393
6365,"CC[NH+]1CCC[C@H]1CN(C)S(=O)(=O)[C@@H](C)C[NH2+]C
",0.44070393
20619,"OC[C@H]1CCCCC[C@H]1[NH2+][C@@H]1CCN(C2CC2)C1
",0.44070387
34467,"C=CCCC(=O)N1CCOC[C@@H]1C1CC1
",0.44070378
25811,"CC[NH2+][C@H](C)[C@@H](C)CCc1ccccc1
",0.44070378
29226,"CON(C)Cn1nnn(C(C)(C)C)c1=S
",0.44070378
1377,"CC[C@@H](CS)CN1CC[NH+]2CCCC[C@@H]2C1
",0.44070378
24026,"C=CCN(C(=O)[C@@H](C[NH3+])CC(C)C)C(C)C
",0.4407037
17516,"CCN(CC(C)(C)CS)c1ccccc1
",0.4407037
10188,"C[C@H](CNCc1cc(F)cc(Br)c1)[NH+](C)C
",0.44070366
29946,"Cc1ccc(S(=O)(=O)C[C@H](O)CO)cc1
",0.4407036
31064,"CCN(C(=O)[C@H](C)N(C)CC[NH+]1CCCC1)C1CCCCC1
",0.4407035
19229,"O=C(C[NH2+]C1CCCC1)N[C@@H]1CCCCC[C@H]1C(=O)[O-]
",0.4407035
24595,"CC[C@@H](CS)CSc1ccc(C)c(C)c1
",0.4407035
29134,"CCC[C@H](CO)c1ccccc1C
",0.4407035
27715,"Cc1cc(F)c([C@H](C)C(=O)[O-])cc1F
",0.44070345
37324,"CCNC(=O)[C@@H]1CC[C@@H]2CCCC[C@@H]2[NH2+]1
",0.44070342
38233,"CS(=O)(=O)[C@@H](c1ccccc1)c1ccncc1
",0.44070336
31413,"CNc1nc2ccccc2s1
",0.44070336
11094,"CC[NH2+]CCC(C)(C)c1ccc(C(C)C)cc1
",0.44070333
5692,"Cc1ncccc1O[C@@H](C)[C@@H](C)O
",0.44070333
38665,"CCC(C)(C)[C@@H]1CC[C@H](C[NH3+])[C@H]([NH+]2CCCCCCC2)C1
",0.44070327
32528,"COc1ccc(C(=O)/C(=N\O)c2ccc(OC)cc2)cc1
",0.44070324
6906,"Cc1cccc([C@@H](C)[NH2+]CCS(=O)(=O)C(C)(C)C)c1C
",0.44070324
25947,"NS(=O)(=O)c1ccccc1C(F)(F)F
",0.44070324
38295,"COC(=O)[C@H](C[NH3+])c1ccc(C)cc1
",0.44070318
8298,"CC[C@](C)([C@@H](CC1CCOCC1)[NH2+]C)N(C)C
",0.44070318
33714,"Cc1ccccc1[C@H]([NH2+]C[C@H](C)Cn1cc[nH+]c1)C(C)C
",0.44070318
20395,"CC1(C)C[C@@H]([NH2+]Cc2nc[nH]n2)C(C)(C)O1
",0.44070315
37314,"C[C@@H]1[NH2+]CCC[C@H]1C(=O)N[C@@H]1CCCC[C@@H]1O
",0.44070315
30514,"CC[NH2+]CC/C=C(/C)c1ccccc1
",0.44070315
9702,"CC[C@H](C)c1ccc([C@@H](O)c2cscc2C)cc1
",0.44070303
28640,"CCO[C@H]1C[C@H]([O-])C12CC[NH+]([C@@H]1CC[C@H](C)C1)CC2
",0.44070303
33418,"CCCC(C[NH3+])(CCC)N1CC[NH+]2CCC[C@@H]2C1
",0.44070303
2662,"CCC(=O)c1ccc(F)c(F)c1
",0.44070303
35449,"CSc1ccc([C@@H](O)c2cc[nH]c2)cc1
",0.44070294
32714,"CCC1CCC([NH+]2CCC(C(=O)N3CCCCCC3)CC2)CC1
",0.44070294
32617,"C=CC[NH2+][C@]1(C(=O)[O-])CCCCC1(C)C
",0.44070292
25154,"CC[C@@H]1CN(CC2(CC(C)C)CCCC2)[C@H](CC)C[NH2+]1
",0.44070286
15197,"CC1(C)CCC(O)(CNC(=O)N2CCCCCC2)CC1
",0.44070286
30168,"CC(=O)NCCc1ccccc1
",0.44070283
12148,"C[S@@](=O)C(=C1c2ccccc2C(=O)c2ccccc21)[S@](C)=O
",0.44070283
12263,"CC(C)=CC(=O)N1C[C@H](C(C)C)[C@@H]([NH+](C)C)C1
",0.44070277
22852,"CC(C)[C@H]1C[C@@](O)([C@H](F)C(=O)[O-])CCO1
",0.44070277
19792,"CC(C)[C@H](C[NH+](C)C)NC(=O)[C@@H]1CCCCC[C@@H]1[NH3+]
",0.44070277
10448,"CC(C)CN(C(=O)NCC1CCC1)C1CC1
",0.44070274
37444,"CC[NH2+][C@@H]1CC[C@@H](N2CC[NH+](C)[C@H](C)C2)C1
",0.44070268
35222,"[NH3+][C@@H](CO)c1cc(Cl)ccc1Cl
",0.44070262
36967,"Nc1n[nH]c2cc(F)ccc12
",0.4407026
4341,"O[C@@]12CCCC[C@@H]1C1(CCCCC1)NC(=S)N2
",0.44070253
39929,"CCOc1cc(OCC)c([N+](=O)[O-])nc1Br
",0.44070253
7264,"CC(=O)O[C@@H]1CCCC/C1=C\C(C)C
",0.4407025
20796,"Cc1ccc(C(=O)c2ccc(C)cc2F)c(C)c1
",0.4407025
17719,"CCC[C@@](C)(C(=O)[O-])[C@H]1CCOC1
",0.4407025
7862,"O=c1ccc(I)cn1CC1CC1
",0.44070235
12515,"CC[NH2+][C@@]1(CO)CC[C@H]([NH+](C)C2CCC(C)CC2)C1
",0.44070232
15922,"C=C1CC(=O)N[C@H](c2ccccc2)C1
",0.44070226
23383,"CC[C@@H]1C[NH+](CCC2CCCCCC2)CCN1C
",0.4407022
16169,"CCOc1c(Br)cc(Br)cc1/C=C/C[NH2+]C
",0.44070217
22101,"CC[C@H](C#N)[C@H](O)c1cccc(F)c1
",0.4407021
18021,"C[C@@H](CN1C(=O)C(C)(C)S1(=O)=O)C(=O)[O-]
",0.4407021
39199,"COC(=O)c1ccc(Cl)nn1
",0.4407021
12539,"C[NH+](CC1CC[NH2+]CC1)[C@@H]1CCOC2(CCCC2)C1
",0.4407021
33220,"CNC(=O)CN(C)C(=O)c1ccc(N)cc1
",0.44070208
3976,"COC(=O)C[C@@H](C)NC(=O)CNC(=O)C(C)(C)C
",0.44070208
4196,"CCCOC[C@@H](Cc1nccs1)[NH2+]C
",0.44070208
8937,"CC[C@](C)([C@@H]([NH3+])C1C[C@@H](C)C[C@@H](C)C1)[NH+]1CCCC1
",0.44070202
35885,"CCNC(=O)C[NH2+][C@H]1C[C@H]2CC[C@]1(C)C2(C)C
",0.44070193
10620,"CC1([C@H](O)c2ccc(F)c3ccccc23)CCCC1
",0.44070193
